,city,city_code,control_type,elevation,location_type,project,sample_type,setting,station,surface,surface_material,traffic
haib17CEM5241_HMGMHCCXY_SL343506,singapore,SIN,,above_ground_mixed,,,,urban,woodlands,horiz_pole,metal,crowded
haib17CEM5241_HMGMHCCXY_SL343507,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343508,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,seat,wood,
haib17CEM5241_HMGMHCCXY_SL343509,singapore,SIN,,above_ground_closed,,,,urban,marsiling,letterbox,metal,
haib17CEM5241_HMGMHCCXY_SL343510,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,seat,plastic,
haib17CEM5241_HMGMHCCXY_SL343511,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,table,plastic,crowded
haib17CEM5241_HMGMHCCXY_SL343512,singapore,SIN,,above_ground_open,,,,urban,marsiling,playground,metal_plastic,
haib17CEM5241_HMGMHCCXY_SL343513,singapore,SIN,,above_ground_open,,,,urban,yishun,vert_pole,metal,
haib17CEM5241_HMGMHCCXY_SL343514,singapore,SIN,,above_ground_closed,,,,urban,yishun,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343515,singapore,SIN,,above_ground_closed,,,,urban,yishun,seat,plastic,
haib17CEM5241_HMGMHCCXY_SL343516,singapore,SIN,,above_ground_mixed,,,,urban,yishun,seat,granite,
haib17CEM5241_HMGMHCCXY_SL343517,,,,,,,,,,,,
haib17CEM5241_HMGTJCCXY_SL342592,kyiv,,,under_ground,,,,urban,heroiv_dnipra,jetton,plastic,
haib17CEM5241_HMGTJCCXY_SL342593,kyiv,,,under_ground,,,,urban,heroiv_dnipra,bench,wood,
haib17CEM5241_HMGW3CCXY_SL342592,kyiv,,,under_ground,,,,urban,heroiv_dnipra,jetton,plastic,
haib17CEM5241_HMGW3CCXY_SL342593,kyiv,,,under_ground,,,,urban,heroiv_dnipra,bench,wood,
haib17DB4959_H3MGVCCXY_SL259824,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station195,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259825,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station200,bench,wood,
haib17DB4959_H3MGVCCXY_SL259826,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station199,vert_pole,metal,
haib17DB4959_H3MGVCCXY_SL259827,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station197,entrance_door,metal,
haib17DB4959_H3MGVCCXY_SL259828,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259829,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259830,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259831,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station88,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259832,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station83,ticket_machine,metal,
haib17DB4959_H3MGVCCXY_SL259833,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station86,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259834,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station84,other,metal,
haib17DB4959_H3MGVCCXY_SL259835,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station182,bench,wood,
haib17DB4959_H3MGVCCXY_SL259836,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station195,sensor,metal,
haib17DB4959_H3MGVCCXY_SL259837,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station196,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259838,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station199,sensor,metal,
haib17DB4959_H3MGVCCXY_SL259839,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station198,bench,wood,
haib17DB4959_H3MGVCCXY_SL259840,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259841,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259842,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259843,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station80,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259844,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station80,ticket_machine,metal,
haib17DB4959_H3MGVCCXY_SL259845,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station88,escalator_handrail,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259846,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station79,other,metal,
haib17DB4959_H3MGVCCXY_SL259847,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station183,bench,wood,
haib17DB4959_H3MGVCCXY_SL259848,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station195,touchscreen,plastic,
haib17DB4959_H3MGVCCXY_SL259849,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station196,other,metal,
haib17DB4959_H3MGVCCXY_SL259850,new_york_city,NYC,,above_ground_mixed,,,environmental_microbiome,urban,station201,entrance_door,metal,
haib17DB4959_H3MGVCCXY_SL259851,new_york_city,NYC,,above_ground_mixed,,,environmental_microbiome,urban,station200,sensor,metal,
haib17DB4959_H3MGVCCXY_SL259852,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259853,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259854,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259855,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station84,other,metal,
haib17DB4959_H3MGVCCXY_SL259856,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station87,other,metal,
haib17DB4959_H3MGVCCXY_SL259857,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station86,other,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259858,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station88,other,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259859,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station182,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259860,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station196,seat,metal,
haib17DB4959_H3MGVCCXY_SL259861,new_york_city,NYC,,above_ground_mixed,,,environmental_microbiome,urban,station203,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259862,new_york_city,NYC,,above_ground_mixed,,,environmental_microbiome,urban,station201,gargabe_can,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259863,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259864,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259865,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259866,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259867,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station79,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259868,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station81,vert_pole,other,and a little bit of the door
haib17DB4959_H3MGVCCXY_SL259869,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station82,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259870,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station83,other,metal,
haib17DB4959_H3MGVCCXY_SL259871,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station182,ticket_machine,plastic,
haib17DB4959_H3MGVCCXY_SL259872,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station197,seat,wood,
haib17DB4959_H3MGVCCXY_SL259873,new_york_city,NYC,,above_ground_closed,,,environmental_microbiome,urban,station203,touchscreen,plastic,
haib17DB4959_H3MGVCCXY_SL259874,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station198,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259875,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259876,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259877,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259878,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259879,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station81,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259880,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station85,touchscreen,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259881,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station84,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259882,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station88,other,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259883,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station183,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259884,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station197,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259885,new_york_city,NYC,,above_ground_closed,,,environmental_microbiome,urban,station203,sensor,metal,
haib17DB4959_H3MGVCCXY_SL259886,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station198,gargabe_can,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259887,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259888,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259889,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259890,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259891,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station87,bench,wood,
haib17DB4959_H3MGVCCXY_SL259892,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station80,vert_pole,metal,
haib17DB4959_H3MGVCCXY_SL259893,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station85,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259894,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station79,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259895,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station183,touchscreen,plastic,
haib17DB4959_H3MGVCCXY_SL259896,new_york_city,NYC,,above_ground_closed,,,environmental_microbiome,urban,station202,bench,wood,
haib17DB4959_H3MGVCCXY_SL259897,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station202,vert_pole,metal,
haib17DB4959_H3MGVCCXY_SL259898,new_york_city,NYC,,above_ground_mixed,,,environmental_microbiome,urban,station200,ticket_machine,metal,
haib17DB4959_H3MGVCCXY_SL259899,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259900,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259901,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259902,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259903,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station83,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259904,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station85,other,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259905,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station82,other,metal,
haib17DB4959_H3MGVCCXY_SL259906,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station181,touchscreen,plastic,
haib17DB4959_H3MGVCCXY_SL259907,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station184,other,metal,
haib17DB4959_H3MGVCCXY_SL259908,new_york_city,NYC,,above_ground_mixed,,,environmental_microbiome,urban,station199,touchscreen,plastic,
haib17DB4959_H3MGVCCXY_SL259909,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station202,other,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259910,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station201,vert_pole,metal,
haib17DB4959_H3MGVCCXY_SL259911,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259912,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259913,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259914,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station81,escalator_handrail,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259915,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station86,ticket_machine,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259916,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station82,horiz_pole,metal,
haib17DB4959_H3MGVCCXY_SL259917,new_york_city,NYC,,above_ground_open,,,environmental_microbiome,urban,station87,other,metal_plastic,
haib17DB4959_H3MGVCCXY_SL259918,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station184,ticket_machine,plastic,
haib17DB4959_H3MGVCCXY_SL259919,new_york_city,NYC,,under_ground,,,environmental_microbiome,urban,station184,handrail,metal,
haib17DB4959_H3MGVCCXY_SL259920,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259921,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259922,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259923,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259924,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259925,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259926,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259927,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259928,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259929,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259930,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259931,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259932,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259933,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259934,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259935,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259936,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259937,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259938,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259939,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259940,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259941,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259942,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259943,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259944,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259945,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259946,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259947,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259948,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259949,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259950,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259951,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259952,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259953,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259954,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259955,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259956,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259957,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259958,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259959,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259960,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259961,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259962,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259963,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259964,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259965,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259966,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259967,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259968,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259969,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259970,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259971,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259972,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259973,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259974,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259975,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259976,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259977,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259978,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259979,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259980,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259981,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259982,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259983,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259984,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259985,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259986,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259987,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259988,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259989,,,,,,,environmental_microbiome,,,,,
haib17DB4959_H3MGVCCXY_SL259990,,,,,,,environmental_microbiome,,,,,
haib17DB4959_HMCMJCCXY_SL336155,baltimore,,,under_ground,,,,urban,station10_balt_statectr,handrail,other,low
haib17DB4959_HMCMJCCXY_SL336156,baltimore,,,under_ground,,,,urban,station10_balt_statectr,seat,plastic,moderate
haib17DB4959_HMCMJCCXY_SL336157,baltimore,,,under_ground,,,,urban,station14_balt_lex,ticket_machine,metal_plastic,moderate
haib17DB4959_HMCMJCCXY_SL336158,brisbane,BNE,,under_ground,,,,urban,fortitudevalley,other,other,
haib17DB4959_HMCMJCCXY_SL336159,baltimore,,,under_ground,,,,urban,station14_balt_lex,seat,plastic,moderate/high
haib17DB4959_HMCMJCCXY_SL336160,baltimore,,,under_ground,,,,urban,station13_balt_charles,ticket_machine,metal_plastic,moderate
haib17DB4959_HMCMJCCXY_SL336161,baltimore,,,under_ground,,,,urban,station13_balt_charles,sensor,metal_plastic,moderate
haib17DB4959_HMCMJCCXY_SL336162,baltimore,,,under_ground,,,,urban,station13_balt_charles,handrail,other,
haib17DB4959_HMCMJCCXY_SL336163,baltimore,,,under_ground,,,,urban,station13_balt_charles,seat,plastic,moderate/high
haib17DB4959_HMCMJCCXY_SL336164,baltimore,,,under_ground,,,,urban,station12_balt_shottower,ticket_machine,metal_plastic,low
haib17DB4959_HMCMJCCXY_SL336165,baltimore,,,under_ground,,,,urban,station12_balt_shottower,sensor,metal_plastic,low
haib17DB4959_HMCMJCCXY_SL336166,baltimore,,,under_ground,,,,urban,station12_balt_shottower,handrail,other,low
haib17DB4959_HMCMJCCXY_SL336167,baltimore,,,under_ground,,,,urban,station12_balt_shottower,seat,plastic,moderate
haib17DB4959_HMCMJCCXY_SL336168,baltimore,,,under_ground,,,,urban,station11_batl_jh,ticket_machine,metal_plastic,moderate/high
haib17DB4959_HMCMJCCXY_SL336169,brisbane,BNE,,above_ground_open,,,,urban,enoggera,other,other,
haib17DB4959_HMCMJCCXY_SL336170,baltimore,,,under_ground,,,,urban,station11_batl_jh,seat,plastic,moderate/high
haib17DB4959_HMCMJCCXY_SL336171,,,,,,,,,,,,
haib17DB4959_HMCMJCCXY_SL336172,tokyo,TOK,,above_ground_closed,,,,suburban,keio_sfc,floor,stone,
haib17DB4959_HMCMJCCXY_SL336173,tokyo,TOK,,above_ground_open,,,,suburban,keio_sfc_sbc,seat,wood,
haib17DB4959_HMCMJCCXY_SL336174,tokyo,TOK,,above_ground_closed,,,,urban,jr,seat,plastic,
haib17DB4959_HMCMJCCXY_SL336175,tokyo,TOK,,above_ground_open,,,,urban,shibuya_crossing,bench,metal,
haib17DB4959_HMCMJCCXY_SL336176,tokyo,TOK,,above_ground_open,,,,urban,shibuya_crossing,bench,stone,
haib17DB4959_HMCMJCCXY_SL336177,yamaguchi,,,above_ground_open,,,,suburban,cultural_institution2_ycam2f_aisle,floor,other,
haib17DB4959_HMCMJCCXY_SL336178,tokyo,TOK,,above_ground_closed,,,,urban,disneyland,floor,stone,
haib17DB4959_HMCMJCCXY_SL336179,tokyo,TOK,,above_ground_closed,,,,suburban,keio_sfc,entrance_door,glass,
haib17DB4959_HMCMJCCXY_SL336180,tokyo,TOK,,above_ground_closed,,,,urban,jr,floor,stone,
haib17DB4959_HMCMJCCXY_SL336181,tokyo,TOK,,above_ground_open,,,,urban,shibuya_crossing,bench,metal,
haib17DB4959_HMCMJCCXY_SL336182,tokyo,TOK,,above_ground_open,,,,urban,shibuya_crossing,other,other,
haib17DB4959_HMCMJCCXY_SL336183,,,,,,,,,,,,
haib17DB4959_HMCMJCCXY_SL336184,tokyo,TOK,,above_ground_closed,,,,urban,maihama,seat,plastic,
haib17DB4959_HMCMJCCXY_SL336185,tokyo,TOK,,above_ground_closed,,,,urban,maihama,floor,stone,
haib17DB4959_HMGTJCCXY_SL342555,denver,DEN,,under_ground,,,,suburban,station8,other,metal,very few people; missed morning traffic at new station
haib17DB4959_HMGTJCCXY_SL342556,denver,DEN,,above_ground_open,,,,urban,station9,bench,metal,very low traffic at benches
haib17DB4959_HMGTJCCXY_SL342557,,,,,,,,,,,,
haib17DB4959_HMGTJCCXY_SL342558,denver,DEN,,above_ground_mixed,,,,suburban,station1,gargabe_can,painted_metal,mild traffic and use
haib17DB4959_HMGTJCCXY_SL342559,,,,,,,,,,,,
haib17DB4959_HMGTJCCXY_SL342560,,,,,,,,,,,,
haib17DB4959_HMGTJCCXY_SL342561,,,,,,,,,,,,
haib17DB4959_HMGTJCCXY_SL342562,san_francisco,,,above_ground_open,,,,urban,home,entrance_door,wood,
haib17DB4959_HMGTJCCXY_SL342563,san_francisco,,,above_ground_open,,,,urban,home,handrail,concrete,
haib17DB4959_HMGTJCCXY_SL342564,san_francisco,,,above_ground_open,,,,urban,station3,infoboard,metal,
haib17DB4959_HMGTJCCXY_SL342565,san_francisco,,,above_ground_mixed,,,,urban,home,entrance_door,painted_metal,
haib17DB4959_HMGTJCCXY_SL342566,san_francisco,,,above_ground_open,,,,urban,dogpark,gargabe_can,metal,
haib17DB4959_HMGTJCCXY_SL342567,san_francisco,,,above_ground_open,,,,urban,home,vert_pole,painted_metal,
haib17DB4959_HMGTJCCXY_SL342568,san_francisco,,,above_ground_open,,,,urban,station1,infoboard,metal,
haib17DB4959_HMGTJCCXY_SL342569,san_francisco,,,above_ground_mixed,,,,urban,home,bench,painted_metal,
haib17DB4959_HMGTJCCXY_SL342570,san_francisco,,,above_ground_open,,,,urban,docks,handrail,metal,
haib17DB4959_HMGTJCCXY_SL342571,san_francisco,,,above_ground_closed,,,,urban,office1,floor,wood,
haib17DB4959_HMGTJCCXY_SL342572,san_francisco,,,above_ground_open,,,,urban,station1,gargabe_can,painted_metal,
haib17DB4959_HMGTJCCXY_SL342573,san_francisco,,,above_ground_closed,,,,urban,office1,table,plastic,
haib17DB4959_HMGTJCCXY_SL342574,san_francisco,,,under_ground,,,,urban,station1,infoboard,painted_metal,
haib17DB4959_HMGTJCCXY_SL342575,san_francisco,,,above_ground_open,,,,urban,dogpark,ground,concrete,
haib17DB4959_HMGTJCCXY_SL342576,sendai,,,above_ground_mixed,,,,suburban,izumi_chuo_station,seat,plastic,many people
haib17DB4959_HMGTJCCXY_SL342577,sendai,,,under_ground,,,,urban,sendai_station,touchscreen,metal_plastic,
haib17DB4959_HMGTJCCXY_SL342578,sendai,,,under_ground,,,,suburban,izumi_chuo_station,floor,other,
haib17DB4959_HMGTJCCXY_SL342579,sendai,,,under_ground,,,,suburban,yagiyama_zoological_park,touchscreen,metal_plastic,
haib17DB4959_HMGTJCCXY_SL342580,sendai,,,under_ground,,,,urban,sendai_station,touchscreen,metal_plastic,
haib17DB4959_HMGTJCCXY_SL342581,sendai,,,under_ground,,,,suburban,izumi_chuo_station,handrail,metal,
haib17DB4959_HMGTJCCXY_SL342582,sendai,,,under_ground,,,,suburban,yagiyama_zoological_park,touchscreen,metal_plastic,
