,city,city_code,control_type,elevation,location_type,project,sample_type,setting,station,surface,surface_material,traffic
haib17CEM5106_HCY5JCCXY_SL269556,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269557,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269558,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269559,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269560,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269561,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269562,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269563,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269564,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269565,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269566,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269567,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269568,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269569,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269570,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269571,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269572,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269573,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269574,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269575,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269576,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269577,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269578,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269579,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269580,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269581,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269582,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269583,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269584,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269585,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269586,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269587,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269588,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269589,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269590,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269591,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269592,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269593,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269594,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269595,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269596,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269597,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269598,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269599,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269600,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269601,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269602,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269603,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269604,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269605,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269606,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269607,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269608,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269609,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269610,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269611,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269612,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269613,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269614,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269615,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269616,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269617,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269618,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5106_HCY5JCCXY_SL269619,new_york_city,NYC,,,,PATHOMAP_WINTER,environmental_microbiome,,,,,
haib17CEM5241_HMCMJCCXY_SL336186,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336187,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336188,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336189,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336190,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336191,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336192,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336193,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336194,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336195,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336196,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336197,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336198,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336199,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336200,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336201,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336202,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336203,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336204,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336205,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336206,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336207,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336208,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336209,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336210,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336211,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336212,,,,,,,,,,,,
haib17CEM5241_HMCMJCCXY_SL336213,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343329,singapore,SIN,,above_ground_closed,,,,urban,woodlands,infoboard,glass,crowded
haib17CEM5241_HMGMHCCXY_SL343330,singapore,SIN,,above_ground_open,,,,urban,marsiling,playground,metal_plastic,
haib17CEM5241_HMGMHCCXY_SL343331,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,lift_buttons,metal,
haib17CEM5241_HMGMHCCXY_SL343332,singapore,SIN,,above_ground_open,,,,urban,marsiling,other,metal,
haib17CEM5241_HMGMHCCXY_SL343333,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343334,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343335,singapore,SIN,,above_ground_open,,,,urban,yishun,other,metal,
haib17CEM5241_HMGMHCCXY_SL343336,singapore,SIN,,above_ground_open,,,,urban,yishun,playground,plastic,
haib17CEM5241_HMGMHCCXY_SL343337,singapore,SIN,,above_ground_closed,,,,urban,yishun,seat,plastic,
haib17CEM5241_HMGMHCCXY_SL343338,singapore,SIN,,above_ground_mixed,,,,urban,yishun,garbage_can,plastic,
haib17CEM5241_HMGMHCCXY_SL343339,singapore,SIN,,above_ground_mixed,,,,urban,yishun,table,granite,
haib17CEM5241_HMGMHCCXY_SL343340,singapore,SIN,,above_ground_open,,,,urban,marsiling,other,metal,
haib17CEM5241_HMGMHCCXY_SL343341,singapore,SIN,,above_ground_closed,,,,urban,marsiling,lift_buttons,metal,
haib17CEM5241_HMGMHCCXY_SL343342,singapore,SIN,,above_ground_open,,,,urban,marsiling,other,metal,
haib17CEM5241_HMGMHCCXY_SL343343,singapore,SIN,,above_ground_mixed,,,,urban,woodlands,garbage_can,metal_plastic,
haib17CEM5241_HMGMHCCXY_SL343344,singapore,SIN,,above_ground_open,,,,urban,marsiling,pedestrian_crossing_button,metal,
haib17CEM5241_HMGMHCCXY_SL343345,singapore,SIN,,above_ground_open,,,,urban,marsiling,playground,metal_plastic,
haib17CEM5241_HMGMHCCXY_SL343346,singapore,SIN,,above_ground_mixed,,,,urban,woodlands,seat,metal,
haib17CEM5241_HMGMHCCXY_SL343347,singapore,SIN,,above_ground_closed,,,,urban,yishun,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343348,singapore,SIN,,above_ground_open,,,,urban,yishun,pedestrian_crossing_button,metal,
haib17CEM5241_HMGMHCCXY_SL343349,singapore,SIN,,above_ground_closed,,,,urban,yishun,seat,plastic,
haib17CEM5241_HMGMHCCXY_SL343350,singapore,SIN,,above_ground_mixed,,,,urban,yishun,garbage_can,plastic,
haib17CEM5241_HMGMHCCXY_SL343351,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343352,singapore,SIN,,above_ground_closed,,,,urban,marsiling,letterbox,metal,
haib17CEM5241_HMGMHCCXY_SL343353,singapore,SIN,,above_ground_mixed,,,,urban,woodlands,seat,metal,
haib17CEM5241_HMGMHCCXY_SL343354,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,table,plastic,crowded
haib17CEM5241_HMGMHCCXY_SL343355,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,overhead_handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343356,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,seat,wood,
haib17CEM5241_HMGMHCCXY_SL343357,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,garbage_can,plastic,
haib17CEM5241_HMGMHCCXY_SL343358,singapore,SIN,,above_ground_open,,,,urban,yishun,other,metal,
haib17CEM5241_HMGMHCCXY_SL343359,singapore,SIN,,above_ground_mixed,,,,urban,yishun,table,granite,
haib17CEM5241_HMGMHCCXY_SL343360,singapore,SIN,,above_ground_mixed,,,,urban,yishun,overhead_handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343361,singapore,SIN,,above_ground_closed,,,,urban,marsiling,lift_door,metal,
haib17CEM5241_HMGMHCCXY_SL343362,singapore,SIN,,above_ground_open,,,,urban,marsiling,playground,metal_plastic,
haib17CEM5241_HMGMHCCXY_SL343363,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,seat,plastic,crowded
haib17CEM5241_HMGMHCCXY_SL343364,singapore,SIN,,above_ground_open,,,,urban,marsiling,other,metal_plastic,
haib17CEM5241_HMGMHCCXY_SL343365,singapore,SIN,,above_ground_mixed,,,,urban,woodlands,vert_pole,metal,
haib17CEM5241_HMGMHCCXY_SL343366,singapore,SIN,,above_ground_open,,,,urban,yishun,vert_pole,metal,
haib17CEM5241_HMGMHCCXY_SL343367,singapore,SIN,,above_ground_open,,,,urban,yishun,playground,plastic,
haib17CEM5241_HMGMHCCXY_SL343368,singapore,SIN,,above_ground_mixed,,,,urban,yishun,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343369,singapore,SIN,,above_ground_closed,,,,urban,yishun,lift_door,metal,
haib17CEM5241_HMGMHCCXY_SL343370,singapore,SIN,,above_ground_open,,,,urban,marsiling,other,metal,
haib17CEM5241_HMGMHCCXY_SL343371,singapore,SIN,,above_ground_closed,,,,urban,marsiling,lift_door,metal,
haib17CEM5241_HMGMHCCXY_SL343372,singapore,SIN,,above_ground_open,,,,urban,marsiling,other,metal_plastic,
haib17CEM5241_HMGMHCCXY_SL343373,singapore,SIN,,above_ground_closed,,,,urban,woodlands,infoboard,glass,crowded
haib17CEM5241_HMGMHCCXY_SL343374,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,garbage_can,plastic,
haib17CEM5241_HMGMHCCXY_SL343375,singapore,SIN,,above_ground_mixed,,,,urban,marsiling,overhead_handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343376,singapore,SIN,,above_ground_closed,,,,urban,cck,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343377,singapore,SIN,,above_ground_closed,,,,urban,cck,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343378,singapore,SIN,,above_ground_mixed,,,,urban,cck,other,painted_metal,
haib17CEM5241_HMGMHCCXY_SL343379,singapore,SIN,,above_ground_mixed,,,,urban,cck,other,painted_metal,
haib17CEM5241_HMGMHCCXY_SL343380,singapore,SIN,,above_ground_closed,,,,urban,cck,vert_pole,painted_metal,
haib17CEM5241_HMGMHCCXY_SL343381,singapore,SIN,,above_ground_closed,,,,urban,cck,vert_pole,painted_metal,
haib17CEM5241_HMGMHCCXY_SL343382,singapore,SIN,,above_ground_open,,,,urban,cck,garbage_can,metal,
haib17CEM5241_HMGMHCCXY_SL343383,singapore,SIN,,above_ground_open,,,,urban,cck,garbage_can,metal,
haib17CEM5241_HMGMHCCXY_SL343384,singapore,SIN,,above_ground_closed,,,,urban,cck,seat,metal,
haib17CEM5241_HMGMHCCXY_SL343385,singapore,SIN,,above_ground_closed,,,,urban,cck,seat,metal,
haib17CEM5241_HMGMHCCXY_SL343386,singapore,SIN,,above_ground_closed,,,,urban,cck,infoboard,glass,
haib17CEM5241_HMGMHCCXY_SL343387,singapore,SIN,,above_ground_closed,,,,urban,cck,infoboard,glass,
haib17CEM5241_HMGMHCCXY_SL343388,singapore,SIN,,above_ground_closed,,,,urban,tampines,table,pvc,
haib17CEM5241_HMGMHCCXY_SL343389,singapore,SIN,,above_ground_open,,,,urban,tampines,letterbox,metal,
haib17CEM5241_HMGMHCCXY_SL343390,singapore,SIN,,above_ground_closed,,,,urban,tampines,seat,pvc,
haib17CEM5241_HMGMHCCXY_SL343391,singapore,SIN,,above_ground_open,,,,urban,cck,overhead_handrail,metal,not crowded
haib17CEM5241_HMGMHCCXY_SL343392,singapore,SIN,,above_ground_open,,,,urban,cck,overhead_handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343393,singapore,SIN,,above_ground_open,,,,urban,cck,pedestrian_crossing_button,metal,
haib17CEM5241_HMGMHCCXY_SL343394,singapore,SIN,,above_ground_open,,,,urban,cck,vert_pole,painted_metal,
haib17CEM5241_HMGMHCCXY_SL343395,singapore,SIN,,above_ground_open,,,,urban,cck,vert_pole,painted_metal,
haib17CEM5241_HMGMHCCXY_SL343396,singapore,SIN,,above_ground_open,,,,urban,cck,garbage_can,plastic,
haib17CEM5241_HMGMHCCXY_SL343425,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,jetton,metal,
haib17CEM5241_HMGMHCCXY_SL343426,kyiv,,,under_ground,,,,urban,minska,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343427,kyiv,,,under_ground,,,,urban,minska,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343428,kyiv,,,under_ground,,,,urban,petrivka,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343429,kyiv,,,under_ground,,,,urban,heroiv_dnipra,floor,granite,
haib17CEM5241_HMGMHCCXY_SL343430,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,horiz_pole,metal,
haib17CEM5241_HMGMHCCXY_SL343431,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343432,kyiv,,,under_ground,,,,urban,minska,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343433,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,jetton,metal,
haib17CEM5241_HMGMHCCXY_SL343434,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,escalator_handrail,rubber,
haib17CEM5241_HMGMHCCXY_SL343435,kyiv,,,under_ground,,,,urban,minska,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343436,kyiv,,,under_ground,,,,urban,minska,entrance_door,painted_metal,
haib17CEM5241_HMGMHCCXY_SL343437,kyiv,,,under_ground,,,,urban,petrivka,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343438,kyiv,,,under_ground,,,,urban,heroiv_dnipra,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343439,kyiv,,,under_ground,,,,urban,heroiv_dnipra,handrail,wood,
haib17CEM5241_HMGMHCCXY_SL343440,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343441,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343442,kyiv,,,under_ground,,,,urban,minska,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343443,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343444,kyiv,,,under_ground,,,,urban,minska,handrail,wood,
haib17CEM5241_HMGMHCCXY_SL343445,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343446,kyiv,,,under_ground,,,,urban,petrivka,handrail,wood,
haib17CEM5241_HMGMHCCXY_SL343447,kyiv,,,under_ground,,,,urban,petrivka,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343448,kyiv,,,under_ground,,,,urban,heroiv_dnipra,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343449,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343450,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343451,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343452,kyiv,,,under_ground,,,,urban,minska,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343453,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343454,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,escalator_handrail,rubber,
haib17CEM5241_HMGMHCCXY_SL343455,kyiv,,,under_ground,,,,urban,minska,handrail,wood,
haib17CEM5241_HMGMHCCXY_SL343456,kyiv,,,under_ground,,,,urban,petrivka,handrail,wood,
haib17CEM5241_HMGMHCCXY_SL343457,kyiv,,,under_ground,,,,urban,heroiv_dnipra,seat,plastic,
haib17CEM5241_HMGMHCCXY_SL343458,kyiv,,,under_ground,,,,urban,heroiv_dnipra,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343459,kyiv,,,under_ground,,,,urban,heroiv_dnipra,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343460,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343461,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343462,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343463,kyiv,,,under_ground,,,,urban,minska,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343464,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343465,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343466,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343467,kyiv,,,under_ground,,,,urban,petrivka,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343468,kyiv,,,under_ground,,,,urban,petrivka,handrail,wood,
haib17CEM5241_HMGMHCCXY_SL343469,kyiv,,,under_ground,,,,urban,heroiv_dnipra,seat,plastic,
haib17CEM5241_HMGMHCCXY_SL343470,kyiv,,,under_ground,,,,urban,heroiv_dnipra,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343471,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343472,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343473,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343474,kyiv,,,under_ground,,,,urban,minska,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343475,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343476,kyiv,,,under_ground,,,,urban,minska,jetton,metal,
haib17CEM5241_HMGMHCCXY_SL343477,kyiv,,,under_ground,,,,urban,petrivka,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343478,kyiv,,,under_ground,,,,urban,petrivka,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343479,kyiv,,,under_ground,,,,urban,heroiv_dnipra,seat,plastic,
haib17CEM5241_HMGMHCCXY_SL343480,kyiv,,,under_ground,,,,urban,heroiv_dnipra,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343481,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343482,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343483,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343484,kyiv,,,under_ground,,,,urban,petrivka,ticket_machine,plastic,
haib17CEM5241_HMGMHCCXY_SL343485,kyiv,,,under_ground,,,,urban,petrivka,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343486,kyiv,,,under_ground,,,,urban,heroiv_dnipra,jetton,plastic,
haib17CEM5241_HMGMHCCXY_SL343487,kyiv,,,under_ground,,,,urban,heroiv_dnipra,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343488,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,horiz_pole,metal,
haib17CEM5241_HMGMHCCXY_SL343489,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343490,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,escalator_handrail,rubber,
haib17CEM5241_HMGMHCCXY_SL343491,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343492,kyiv,,,under_ground,,,,urban,minska,jetton,metal,
haib17CEM5241_HMGMHCCXY_SL343493,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343494,kyiv,,,under_ground,,,,urban,maidan_nezalezhnosti,bench,wood,
haib17CEM5241_HMGMHCCXY_SL343495,kyiv,,,under_ground,,,,urban,petrivka,entrance_door,metal,
haib17CEM5241_HMGMHCCXY_SL343496,kyiv,,,under_ground,,,,urban,petrivka,handrail,metal,
haib17CEM5241_HMGMHCCXY_SL343497,kyiv,,,under_ground,,,,urban,heroiv_dnipra,jetton,plastic,
haib17CEM5241_HMGMHCCXY_SL343498,kyiv,,,under_ground,,,,urban,heroiv_dnipra,handrail,wood,
haib17CEM5241_HMGMHCCXY_SL343499,kyiv,,,under_ground,,,,urban,kontraktova_ploshcha,escalator_handrail,rubber,
haib17CEM5241_HMGMHCCXY_SL343500,,,,,,,,,,,,
haib17CEM5241_HMGMHCCXY_SL343501,kyiv,,,under_ground,,,,urban,minska,jetton,metal,
haib17CEM5241_HMGMHCCXY_SL343502,singapore,SIN,,above_ground_closed,,,,urban,yishun,lift_buttons,metal,
haib17CEM5241_HMGMHCCXY_SL343503,singapore,SIN,,above_ground_open,,,,urban,yishun,playground,plastic,
haib17CEM5241_HMGMHCCXY_SL343504,singapore,SIN,,above_ground_closed,,,,urban,yishun,table,plastic,
haib17CEM5241_HMGMHCCXY_SL343505,singapore,SIN,,above_ground_open,,,,urban,yishun,playground,plastic,
