Sample_#,Date_Collected,Bus_Number,Bus_Line,Area,Material,Label
CSD16-FAI-0703,20160227,141,red,Purrell Box,plastic,Bus 141_red_Purrell Box_plastic_TSA_none
CSD16-FAI-0704,20160227,141,red,seat,fabric,Bus 141_red_seat_fabric_LB_none
CSD16-FAI-0705a,20160227,141,red,seat,fabric,Bus 141_red_seat_fabric_TSA_none
CSD16-FAI-0705b,20160227,141,red,seat,fabric,Bus 141_red_seat_fabric_TSA_none
CSD16-FAI-0706,20160227,141,red,seat,fabric,Bus 141_red_seat_fabric_TSA_tet
CSD16-FAI-0707,20160227,141,red,seat,fabric,Bus 141_red_seat_fabric_TSA_tet
CSD16-FAI-0708a,20160227,141,red,yellow tape,plastic,Bus 141_red_yellow tape_plastic_TSA_none
CSD16-FAI-0708b,20160227,141,red,yellow tape,plastic,Bus 141_red_yellow tape_plastic_TSA_none
CSD16-FAI-0709,20160227,Noel Library,none,bench,metal,Bus Noel Library_none_bench_metal_TSA_none
CSD16-FAI-0710a,20160227,Pioneer Park,none,bench,wood,Bus Pioneer Park_none_bench_wood_TSA_none
CSD16-FAI-0710b,20160227,Pioneer Park,none,bench,wood,Bus Pioneer Park_none_bench_wood_TSA_none
CSD16-FAI-0711,20160227,Wood Center,none,bench,wood,Bus Wood Center_none_bench_wood_TSA_none
CSD16-FAI-0712,20160227,73,purple,N/A,,Bus 73_purple_N/A__LB_tet
CSD16-FAI-0713,20160227,71,blue,front bar,metal,Bus 71_blue_front bar_metal_LB_kan
CSD16-FAI-0140,20160620,710,orange,seat,fabric,Bus 710_orange_seat_fabric
CSD16-FAI-0141,20160620,710,orange,seat,fabric,Bus 710_orange_seat_fabric
CSD16-FAI-0142,20160620,710,orange,Purrell Box,plastic,Bus 710_orange_Purrell Box_plastic
CSD16-FAI-0143,20160620,710,orange,Purrell Box,plastic,Bus 710_orange_Purrell Box_plastic
CSD16-FAI-0144,20160621,Wood Center,none,wood bench,wood,Bus Wood Center_none_wood bench_wood
CSD16-FAI-0145,20160621,Wood Center,none,wood bench,wood,Bus Wood Center_none_wood bench_wood
CSD16-FAI-0146,20160621,Wood Center,none,wood bench,wood,Bus Wood Center_none_wood bench_wood
CSD16-FAI-0147,20160621,Wood Center,none,wood bench,wood,Bus Wood Center_none_wood bench_wood
CSD16-FAI-0148,20160621,Wood Center,none,wood bench,wood,Bus Wood Center_none_wood bench_wood
CSD16-FAI-0149,20160621,Wood Center,none,wood bench,wood,Bus Wood Center_none_wood bench_wood
CSD16-FAI-0150,20160621,Elem School,none,wood pillars,wood,Bus Elem School_none_wood pillars_wood
CSD16-FAI-0151,20160621,Elem School,none,wood pillars,wood,Bus Elem School_none_wood pillars_wood
CSD16-FAI-0152,20160621,Elem School,none,wood pillars,wood,Bus Elem School_none_wood pillars_wood
CSD16-FAI-0153,20160621,Elem School,none,wood pillars,wood,Bus Elem School_none_wood pillars_wood
CSD16-FAI-0154,20160621,Elem School,none,wood pillars,wood,Bus Elem School_none_wood pillars_wood
CSD16-FAI-0156,20160621,Thompson Center,none,metal bench,metal,Bus Thompson Center_none_metal bench_metal
CSD16-FAI-0157,20160621,Thompson Center,none,metal bench,metal,Bus Thompson Center_none_metal bench_metal
CSD16-FAI-0158,20160621,Thompson Center,none,metal bench,metal,Bus Thompson Center_none_metal bench_metal
CSD16-FAI-0159,20160621,Thompson Center,none,metal bench,metal,Bus Thompson Center_none_metal bench_metal
CSD16-FAI-0160,20160621,Thompson Center,none,metal bench,metal,Bus Thompson Center_none_metal bench_metal
CSD16-FAI-0161,20160621,Thompson Center,none,metal bench,metal,Bus Thompson Center_none_metal bench_metal
CSD16-FAI-0162,20160621,Thompson Center,none,metal bench,metal,Bus Thompson Center_none_metal bench_metal
CSD16-FAI-0163,20160621,Wien Library,none,metal bench,metal,Bus Wien Library_none_metal bench_metal
CSD16-FAI-0164,20160621,Wien Library,none,metal bench,metal,Bus Wien Library_none_metal bench_metal
CSD16-FAI-0165,20160621,Wien Library,none,metal bench,metal,Bus Wien Library_none_metal bench_metal
CSD16-FAI-0166,20160621,Pioneer Park,none,wood bench,wood,Bus Pioneer Park_none_wood bench_wood
CSD16-FAI-0167,20160621,Pioneer Park,none,wood bench,wood,Bus Pioneer Park_none_wood bench_wood
CSD16-FAI-0168,20160621,Pioneer Park,none,wood bench,wood,Bus Pioneer Park_none_wood bench_wood
CSD16-FAI-0169,20160621,Pioneer Park,none,wood bench,wood,Bus Pioneer Park_none_wood bench_wood
CSD16-FAI-0170,20160621,Pioneer Park,none,wood bench,wood,Bus Pioneer Park_none_wood bench_wood
CSD16-FAI-0171,20160621,Pioneer Park,none,wood bench,wood,Bus Pioneer Park_none_wood bench_wood
CSD16-FAI-0172,20160621,McDonald's,none,metal bench,metal,Bus McDonald's_none_metal bench_metal
CSD16-FAI-0173,20160621,McDonald's,none,metal bench,metal,Bus McDonald's_none_metal bench_metal
CSD16-FAI-0174,20160621,McDonald's,none,metal bench,metal,Bus McDonald's_none_metal bench_metal
CSD16-FAI-0175,20160621,McDonald's,none,metal bench,metal,Bus McDonald's_none_metal bench_metal
CSD16-FAI-0176,20160620,71,red,Bag area (plastic),plastic,Bus 71_red_Bag area (plastic)_plastic
CSD16-FAI-0177,20160620,141,blue,(rubber) floor,rubber,Bus 141_blue_(rubber) floor_rubber
CSD16-FAI-0178,20160620,141,blue,(metal) around the bus,metal,Bus 141_blue_(metal) around the bus_metal
CSD16-FAI-0179,20160620,71,red,Bag area (plastic),plastic,Bus 71_red_Bag area (plastic)_plastic
CSD16-FAI-0180,20160621,Wood Center,none,wood bench,wood,Bus Wood Center_none_wood bench_wood
CSD16-FAI-0646,20160227,71,blue,front bar,,Bus 71_blue_front bar_LB_none_37
CSD16-FAI-0647a,20160227,71,blue,seat,,Bus 71_blue_seat_LB_kan_37
CSD16-FAI-0647b,20160227,71,blue,seat,,Bus 71_blue_seat_LB_kan_37
CSD16-FAI-0647c,20160227,71,blue,seat,,Bus 71_blue_seat_LB_kan_37
CSD16-FAI-0648,20160227,71,blue,seat,,Bus 71_blue_seat_LB_none_37
CSD16-FAI-0649a,20160227,71,blue,seat,,Bus 71_blue_seat_LB_tet_37
CSD16-FAI-0649b,20160227,71,blue,seat,,Bus 71_blue_seat_LB_tet_37
CSD16-FAI-0649c,20160227,71,blue,seat,,Bus 71_blue_seat_LB_tet_37
CSD16-FAI-0650,20160227,71,blue,seat,,Bus 71_blue_seat_TSA_tet_37
CSD16-FAI-0651,20160227,73,purple,yellow tape or seat?! (Elena not sure),,Bus 73_purple_yellow tape or seat?! (Elena not sure)_LB_none_37
CSD16-FAI-0652a,20160226,141,red,front bar,,Bus 141_red_front bar_LB_none_37
CSD16-FAI-0652b,20160227,141,red,front bar,,Bus 141_red_front bar_LB_none_37
CSD16-FAI-0653,20160227,141,red,Purrell Box,,Bus 141_red_Purrell Box_LB_none_37
CSD16-FAI-0654,20160227,141,red,seat,,Bus 141_red_seat_LB_amp_37
CSD16-FAI-0655a,20160227,141,red,seat,,Bus 141_red_seat_LB_kan_N/A
CSD16-FAI-0655b,20160227,141,red,seat,,Bus 141_red_seat_LB_kan_N/A
CSD16-FAI-0656,20160227,141,red,seat,,Bus 141_red_seat_LB_none_37
CSD16-FAI-0657a,20160227,141,red,seat,,Bus 141_red_seat_LB_tet_37
CSD16-FAI-0657b,20160227,141,red,seat,,Bus 141_red_seat_LB_tet_37
CSD16-FAI-0658,20160226,141,red,seat,,Bus 141_red_seat_TSA_none_28
CSD16-FAI-0659,20160227,141,red,yellow tape,,Bus 141_red_yellow tape_LB_kan_37
CSD16-FAI-0660,20160227,141,red,yellow tape,,Bus 141_red_yellow tape_LB?? not written!_none_37
CSD16-FAI-0661a,20160227,141,red,yellow tape,,Bus 141_red_yellow tape_LB_tet_37
CSD16-FAI-0661b,20160227,141,red,yellow tape,,Bus 141_red_yellow tape_LB_tet_37
CSD16-FAI-0661c,20160227,141,red,yellow tape,,Bus 141_red_yellow tape_LB_tet_37
CSD16-FAI-0662,20160227,Noel Library,,bench,,Bus Noel Library__bench_LB_amp_37
CSD16-FAI-0663,20160227,Noel Library,,bench,,Bus Noel Library__bench_LB_kan_37
CSD16-FAI-0664,20160227,Noel Library,,bench,,Bus Noel Library__bench_LB_none_37
CSD16-FAI-0665,20160227,Pioneer Park,,bench,,Bus Pioneer Park__bench_LB_amp_37
CSD16-FAI-0666,20160227,Pioneer Park,,bench,,Bus Pioneer Park__bench_LB_kan_37
CSD16-FAI-0667,20160227,Pioneer Park,,bench,,Bus Pioneer Park__bench_LB_none_37
CSD16-FAI-0668,20160227,Pioneer Park,,bench,,Bus Pioneer Park__bench_LB_tet_37
CSD16-FAI-0669a,20160227,Wood Center,,bench,,Bus Wood Center__bench_LB_kan_37
CSD16-FAI-0669b,20160227,Wood Center,,bench,,Bus Wood Center__bench_LB_kan_37
CSD16-FAI-0670,20160227,Wood Center,,bench,,Bus Wood Center__bench_LB_amp_37
CSD16-FAI-0671,20160227,Wood Center,,bench,,Bus Wood Center__bench_LB_none_37
CSD16-FAI-0672a,20160227,Wood center,,bench,,Bus Wood center__bench_LB_tet_37
CSD16-FAI-0672b,20160227,Wood Center,,bench,,Bus Wood Center__bench_LB_tet_37
CSD16-FAI-0673,,71,blue,front bar,,Bus 71_blue_front bar_LB_amp_37
CSD16-FAI-0674,,71,blue,front bar,,Bus 71_blue_front bar_TSA_none_28
CSD16-FAI-0675a,,71,blue,seat,,Bus 71_blue_seat_TSA_none_28
CSD16-FAI-0675b,,71,blue,seat,,Bus 71_blue_seat_TSA_none_28
CSD16-FAI-0676a,,73,purple,front bar,,Bus 73_purple_front bar_LB_amp_??
CSD16-FAI-0676b,,73,purple,front bar,,Bus 73_purple_front bar_LB_amp_??
CSD16-FAI-0677a,,73,purple,front bar,,Bus 73_purple_front bar_LB_none_N/A
CSD16-FAI-0677b,,73,purple,front bar,,Bus 73_purple_front bar_LB_none_N/A
CSD16-FAI-0678a,,73,purple,front bar,,Bus 73_purple_front bar_N/A__37
CSD16-FAI-0678b,,73,purple,front bar,,Bus 73_purple_front bar_TSA_none_37
CSD16-FAI-0679,,73,purple,front bar,,Bus 73_purple_front bar_TSA_none_28
CSD16-FAI-0680,,73,purple,Purrell Box,,Bus 73_purple_Purrell Box_LB_none_28
CSD16-FAI-0681a,,73,purple,Purrell Box,,Bus 73_purple_Purrell Box_TSA_none_28
CSD16-FAI-0681b,,73,purple,Purrell Box,,Bus 73_purple_Purrell Box_TSA_none_28
CSD16-FAI-0682,,73,purple,Purrell Box,,Bus 73_purple_Purrell Box_TSA_tet_37
CSD16-FAI-0683a,,73,purple,seat,,Bus 73_purple_seat_LB_amp_37
CSD16-FAI-0683b,,73,purple,seat,,Bus 73_purple_seat_LB_amp_37
CSD16-FAI-0683c,,73,purple,seat,,Bus 73_purple_seat_LB_amp_37
CSD16-FAI-0684a,,73,purple,seat,,Bus 73_purple_seat_LB_kan_37
CSD16-FAI-0684b,,73,purple,seat,,Bus 73_purple_seat_LB_kan_37
CSD16-FAI-0685a,,73,purple,seat,,Bus 73_purple_seat_LB_none_37
CSD16-FAI-0685b,,73,purple,seat,,Bus 73_purple_seat_LB_none_37
CSD16-FAI-0686a,,73,purple,seat,,Bus 73_purple_seat_LB_tet_37
CSD16-FAI-0686b,,73,purple,seat,,Bus 73_purple_seat_LB_tet_37
CSD16-FAI-0687a,,73,purple,seat,,Bus 73_purple_seat_TSA_none_28
CSD16-FAI-0687b,,73,purple,seat,,Bus 73_purple_seat_TSA_none_28
CSD16-FAI-0688a,,73,purple,seat,,Bus 73_purple_seat_TSA_none_37
CSD16-FAI-0688b,,73,purple,seat,,Bus 73_purple_seat_TSA_none_37
CSD16-FAI-0689,,73,purple,seat,,Bus 73_purple_seat_TSA_none_37
CSD16-FAI-0690,,73,purple,seat,,Bus 73_purple_seat_TSA_tet_37
CSD16-FAI-0691,,73,purple,yellow tape,,Bus 73_purple_yellow tape_LB_amp_37
CSD16-FAI-0692,,73,purple,yellow tape,,Bus 73_purple_yellow tape_LB_kan_37
CSD16-FAI-0693,,73,purple,yellow tape,,Bus 73_purple_yellow tape_LB_tet_37
CSD16-FAI-0694,,73,purple,yellow tape,,Bus 73_purple_yellow tape_TSA_none_28
CSD16-FAI-0695,,141,red,front bar,,Bus 141_red_front bar_LB_amp_37
CSD16-FAI-0696,,141,red,front bar,,Bus 141_red_front bar_LB_kan_37
CSD16-FAI-0697,,141,red,front bar,,Bus 141_red_front bar_TSA_none_37
CSD16-FAI-0698,,141,red,Purrell Box,,Bus 141_red_Purrell Box_LB_amp_37
CSD16-FAI-0699,,141,red,Purrell Box,,Bus 141_red_Purrell Box_LB_kan_37
CSD16-FAI-0700,,141,red,Purrell Box,,Bus 141_red_Purrell Box_LB_none_28
CSD16-FAI-0701,,141,red,Purrell Box,,Bus 141_red_Purrell Box_LB_tet_37
CSD16-FAI-0702a,,141,red,Purrell Box,,Bus 141_red_Purrell Box_TSA_none_28
CSD16-FAI-0702b,,141,red,Purrell Box,,Bus 141_red_Purrell Box_TSA_none_28
