Sample ID,Analytes of interest,Sample Type,Storage reagent,Shipment date,Project, City Region/Station Names,latitude,longitude,Surface
GA 3.14,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.15,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.16,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.17,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.18,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.19,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.20,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.21,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.22,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.23,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.24,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.25,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.26,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.27,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.28,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.29,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
GA 3.30,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Galeão Airport,-22.82480000,-43.23546389,
MA 3.1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.3,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.5,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.6,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.7,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.8,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.9,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.10,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.11,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.12,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.13,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.14,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.15,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.16,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.17,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.18,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.19,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.20,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.21,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.22,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.23,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.24,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.25,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.26,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.27,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.28,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.29,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
MA 3.30,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Maracanã,-22.90912222,-43.23695000,
BAR 3.1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.3,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.5 - 1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.5 - 2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.6,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.7,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.8,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.9,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.10,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.11,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.12,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.13,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.14,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.15,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.16,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.17,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.18,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.19,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.20,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.21,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.22,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.23,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.24,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.25,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.26,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.27,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
BAR 3.28,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Barra da Tijuca,-22.97213056,-43.38652222,
DE 2.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 2.12,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
COP 3.23,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.24,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.25,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.26,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.27,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.28,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.29,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.30,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
SD 3.1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
COP 3.1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.3,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.5,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.6,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.7,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.8,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
ED 3.1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.3,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.6,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.7,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.8,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.9,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.10,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.11,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.12,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.13,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.14,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.15,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.16,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.17,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.18,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.19,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.20,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.21,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.22,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.23,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.24,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.25,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.26,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.27,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.28,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.29,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
ED 3.30,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Engenhão,-22.89068611,-43.29326944,
DE 3.1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.3,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.5,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.6,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.7,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.8,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.9,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.10,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.11,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.12,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.13,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.14,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.15,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.16,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.17,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.18,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.19,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.20,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.21,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.22,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.23,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.24,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.25,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.26,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.27,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.28,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.29,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
DE 3.30,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Deodoro,-22.85253889,-43.39774444,
SD 3.2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.3,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.5,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.6,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.7,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.8,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.9,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.10,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.11,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.12,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.13,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.14,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.15,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.16,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.17,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.18,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.19,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.20,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.21,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.22,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.23,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.24,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.25,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.26,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.27,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.28,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
SD 3.29,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Santos Dumont Airport,-22.91349722,-43.16981667,
COP 3.9,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.10,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.11,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.12,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.13,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.14,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.15,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.16,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.18,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.19,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.20,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.21,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
COP 3.22,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Copacabana ,-22.96548333,-43.17588333,
POR 3.1,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.2,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.3,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.4,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.5,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.6,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.7,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.8,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.9,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.10,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
POR 3.11,DNA and RNA ,mosquito intestine,RNAlater,Apr-18,Meta-Aedes,Porto,-22.89317500,-43.18921667,
