,building_setting,car_location,car_or_station,city,humidity,light_type,line,place_type,subway_station_autofill,subway_station_surface,surface_material,temperature,temperature_type,traffic,weather
SHOE-012,urban,,subway_station,new_york_city,,,B,sub_line,59th St-Columbus Circle,,Rubber,,,,
CSD16-NYC-0217,urban,,subway_station,new_york_city,,,4,sub_line,Kingsbridge Rd,kiosk,Metal,,,10,sunny
Shoe 251,,,subway_station,new_york_city,,,1,sub_line,96th St,,Other,,,,
276,urban,,subway_station,new_york_city,,,6,sub_line,103rd St,kiosk,,,,,sunny
CSD16-NYC-,urban,,subway_station,new_york_city,,natural_light,,sub_line,,railing,Stainless Steel,,,15,sunny
NYC1137,,,subway_station,new_york_city,,,A,sub_line,Fulton St,kiosk,Metal,,,,
NYC1136,,,subway_station,new_york_city,,,A,,High St,kiosk,Metal,,,,
Cds16-nyc-0341,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Wall St,kiosk,Stainless Steel,81,Farenheit,25,sunny
CSD16-NYC-0472,urban,,subway_station,new_york_city,,,1,sub_line,Houston St,,Metal,,,40,sunny
1021,urban,,,new_york_city,,electric_light,L,sub_line,Lorimer St,railing,Metal,,,10,sunny
CSD16-NYC-0917,urban,,,new_york_city,,electric_light,J,sub_line,Bowery,turnstile,Metal,81,Farenheit,5,
278,urban,,subway_station,new_york_city,,,6,sub_line,110th St,turnstile,Metal,,,,sunny
CSD16-NYC-0474,urban,,subway_station,new_york_city,,,1,sub_line,Canal St,turnstile,Metal,,,2,
Csd16-nyc -0588,urban,,subway_station,new_york_city,,,1,sub_line,72nd St,,Other,,,,
CSD16-NYC-0219,urban,,subway_station,new_york_city,,,4,sub_line,Bedford Park Blvd,kiosk,Metal,,,15,sunny
CSD16-NYC-0415,urban,,subway_station,new_york_city,,,1,sub_line,215th St,railing,Stainless Steel,80,Farenheit,8,sunny
CSD16-NYC-0414,urban,,subway_station,new_york_city,,natural_light,1,sub_line,207th St,turnstile,Stainless Steel,,,15,sunny
CSD16-NYC-0018,urban,,subway_station,new_york_city,,,R,sub_line,Whitehall St,railing,Metal,,,10,sunny
,,,,new_york_city,,,,,,,,,,,
Csd16-nyc-1225,urban,,subway_station,new_york_city,36,electric_light,,sub_line,,kiosk,Metal,81,Farenheit,6,sunny
Csd16-nyc-0160,urban,,subway_station,new_york_city,,,6,sub_line,Pelham Bay Park,railing,Metal,,,15,sunny
"CSD16-NYC-1575,6",urban,,subway_station,new_york_city,,,6,,68th St-Hunter College,,Concrete,,,,
CSD16-NYC-0019,urban,,subway_station,new_york_city,,,R,sub_line,Court St,kiosk,Metal,,,10,sunny
"1391,92",urban,,subway_station,new_york_city,,,J,sub_line,Van Siclen Av,kiosk,,,,,sunny
CSD16-NYC-0966,urban,,subway_station,new_york_city,34,natural_light,D,sub_line,18th Av,railing,Metal,81,Farenheit,,sunny
Csd16-nyc-0218,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Kingsbridge Rd,railing,Metal,,,30,sunny
Cds16-nyc-0342,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Wall St,railing,Stainless Steel,82,Celsius,25,sunny
Csd16-nyc-,urban,,subway_station,new_york_city,,,6,sub_line,Pelham Bay Park,kiosk,Plastic,,,20,sunny
Csd16-nyc-1227,urban,,subway_station,new_york_city,36,electric_light,,sub_line,,kiosk,Metal,81,Farenheit,8,sunny
CSD16-NYC-0193,urban,,subway_station,new_york_city,,,6,sub_line,,,Metal,,,60,cloudy
277,urban,,subway_station,new_york_city,,,6,sub_line,110th St,kiosk,,,,15,sunny
88,,,,new_york_city,,,,,,kiosk,,,,,
279,urban,,subway_station,new_york_city,,,6,sub_line,116th St,turnstile,Metal,,,,sunny
CSD16-NYC-1505,urban,,subway_station,new_york_city,,,G,sub_line,Greenpoint Av,kiosk,Glass,,Farenheit,,sunny
CSD16-NYC-1504,urban,,subway_station,new_york_city,,,G,sub_line,21st St,railing,Metal,,Farenheit,,sunny
Csd16-nyc-1229,urban,,subway_car,new_york_city,36,electric_light,,sub_line,,kiosk,Metal,81,Farenheit,5,sunny
CSD16-NYC-0418,urban,,subway_station,new_york_city,,natural_light,1,sub_line,Marble Hill-225th St,turnstile,Stainless Steel,,,5,sunny
CSD16-NYC-1514,urban,,subway_station,new_york_city,,,L,sub_line,Graham Av,turnstile,Metal,,Farenheit,,sunny
CSD16-NYC-0907,urban,,subway_station,new_york_city,,electric_light,J,sub_line,Gates Av,turnstile,Metal,75,Farenheit,25,sunny
CSD16-NYC-0915,urban,,subway_station,new_york_city,,electric_light,J,sub_line,Delancey St,railing,Metal,75,Farenheit,15,sunny
CSD16-NYC-0969,urban,,subway_station,new_york_city,37,,D,sub_line,Bay Parkway,kiosk,Metal,81,Farenheit,,sunny
282,urban,,subway_station,new_york_city,,,6,sub_line,125th St,railing,,,,,sunny
cds16-nyc-0589,urban,,subway_station,new_york_city,,,1,sub_line,79th St,railing,Metal,,,,
1022,urban,,,new_york_city,,,L,sub_line,Lorimer St,kiosk,Metal,,,24,sunny
CSD16-NYC-0916,urban,,,new_york_city,,electric_light,J,sub_line,Essex St,kiosk,Metal,83,Farenheit,15,sunny
CSD16-NYC-0972,urban,,subway_station,new_york_city,37,,D,sub_line,25th Av,railing,Metal,81,Farenheit,,sunny
CSD16-NYC-0221,urban,,subway_station,new_york_city,,,4,sub_line,Mosholu Parkway,kiosk,Metal,,,8,sunny
Csd16-nyc-1232,urban,,subway_station,new_york_city,,,N,sub_line,Prince St,turnstile,Metal,81,Farenheit,13,sunny
Csd16-nyc-0345,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Borough Hall,kiosk,Stainless Steel,84,Farenheit,,sunny
Csd16-nyc-0154,,,subway_station,new_york_city,,,6,sub_line,,railing,Metal,,,5,
,,,,new_york_city,,,,,,,,,,,
CSD16-NYC-0657,urban,,subway_station,new_york_city,,,D,sub_line,174th St,railing,Metal,,,50,sunny
,,,,new_york_city,,,,,,kiosk,,,,,
CSD16-NYC-0722,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av J,railing,Metal,,,10,sunny
,,,,new_york_city,,,,,,,,,,,
CSD16-NYC-0723,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av M,railing,Metal,,,20,sunny
Shoe 253,,,subway_station,new_york_city,,,1,sub_line,79th St,,Concrete,,,,
CSD16-NYC-0968,urban,,subway_station,new_york_city,34,,D,sub_line,20th Av,railing,Metal,82,Farenheit,,sunny
87,,,,new_york_city,,,A,,175th St,turnstile,,,,,
CSD16NYC0790,urban,,,new_york_city,,,,sub_line,,,Metal,,,,
CSD16-NYC-0967,urban,,subway_station,new_york_city,37,electric_light,D,sub_line,20th Av,kiosk,Glass,81,Farenheit,,sunny
280,urban,,subway_station,new_york_city,,,6,sub_line,116th St,kiosk,,,,,sunny
Shoe 254,,,,new_york_city,,,1,sub_line,79th St,,Other,,,,
"CSD16-NYC-1577,78,79,80",urban,,subway_car,new_york_city,,electric_light,6,sub_line,68th St-Hunter College,seat,Plastic,,Farenheit,30,
Shoe 255,,,subway_station,new_york_city,,,1,sub_line,79th St,,Other,,,,
"1389,90",urban,,,new_york_city,,,J,sub_line,Cleveland St,,Metal,,,,sunny
,,,,new_york_city,,,,,,kiosk,,,,,
CSD16-NYC-1508,urban,,subway_station,new_york_city,,,,sub_line,,railing,Metal,,Farenheit,,sunny
CSD16-NYC-1510,urban,,subway_station,new_york_city,,,G,sub_line,Metropolitan Av,railing,Metal,,Farenheit,,sunny
,,,subway_station,new_york_city,,,J,,Crescent St,,Metal,,,,
CSD16-NYC-0789,urban,,subway_station,new_york_city,,,3,sub_line,Kingston Av,,Metal,81,Farenheit,10,sunny
CSD-NYC-1513,urban,,subway_station,new_york_city,,,,sub_line,,kiosk,Glass,,Farenheit,,sunny
CSD16-NYC1518,urban,,subway_station,new_york_city,,,L,sub_line,Montrose Av,railing,Metal,,Farenheit,,sunny
CSD16-NYC-0902,urban,,subway_station,new_york_city,,,J,sub_line,Broadway Junction-East New York,railing,Metal,75,Farenheit,,cloudy
CSD16-NYC-0904,urban,,subway_station,new_york_city,,natural_light,J,sub_line,,railing,Metal,75,Farenheit,20,cloudy
CSD16-NYC-0910,urban,,subway_station,new_york_city,,natural_light,J,sub_line,Kosciusko St,railing,Metal,75,Farenheit,,sunny
CSD16-NYC-0914,urban,,subway_station,new_york_city,,electric_light,J,sub_line,Marcy Av,turnstile,Metal,75,Farenheit,10,sunny
CSD16-NYC-0911,urban,,subway_station,new_york_city,,natural_light,J,sub_line,Myrtle Av,railing,Metal,75,Farenheit,40,sunny
1024,urban,,subway_station,new_york_city,,,L,sub_line,Bedford Av,railing,Metal,,,60,sunny
CSD16-NYC-0417,urban,,subway_station,new_york_city,,natural_light,,sub_line,,railing,Stainless Steel,,,11,sunny
Csd16-nyc-0157,urban,,subway_car,new_york_city,,electric_light,6,sub_line,Westchester Square-East Tremont Av,kiosk,Plastic,,,,sunny
,,,,new_york_city,,,,,,,,,,,
Csd16-nyc-1230,urban,,subway_station,new_york_city,,electric_light,N,sub_line,8th St,railing,Metal,81,Farenheit,15,sunny
Csd16-nyc-0158,urban,,subway_station,new_york_city,,electric_light,6,sub_line,Westchester Square-East Tremont Av,railing,Metal,,,8,
Csd16-nyc-0590,urban,,subway_station,new_york_city,,,1,sub_line,79th St,kiosk,Other,,,,
1023,urban,,subway_station,new_york_city,,,L,sub_line,Bedford Av,kiosk,Metal,,,60,sunny
Csd16-nyc-0156,urban,,subway_station,new_york_city,,,6,sub_line,Zerega Av,railing,Metal,,,16,sunny
1025,urban,,subway_station,new_york_city,,electric_light,L,sub_line,1st Av,kiosk,Metal,,,100,sunny
CSD16-NYC-0420,urban,,subway_station,new_york_city,,,1,sub_line,Van Cortlandt Park-242nd St,railing,Metal,,,10,sunny
CSD16-NYC-0971,urban,,subway_station,new_york_city,35,electric_light,D,sub_line,25th Av,kiosk,Glass,82,Farenheit,,sunny
Cds16-nyc-0345,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Borough Hall,,Stainless Steel,84,Celsius,40,sunny
CSD16-NYC-0479,urban,,subway_station,new_york_city,,,1,sub_line,Rector St,turnstile,Metal,,,0,sunny
CSD16-NYC-1318,,,subway_station,new_york_city,,,R,sub_line,67th Av,floor,Metal,,,,
CSD16-NYC-1322,,,subway_station,new_york_city,,,R,sub_line,Woodhaven Blvd,railing,Metal,,,,
CSD16-NYC-1320,,,subway_station,new_york_city,,,R,sub_line,63rd Drive-Rego Park,seat,Wood,,,,
,urban,,subway_car,new_york_city,,,,sub_line,,,Metal,,,,sunny
"1395,96",urban,,subway_station,new_york_city,,electric_light,J,sub_line,Broadway Junction-East New York,kiosk,Metal,,,,sunny
281,urban,,subway_station,new_york_city,,,6,sub_line,125th St,kiosk,,,,,sunny
CSD16-NYC-0478,urban,,subway_station,new_york_city,,,1,sub_line,Chambers St,turnstile,Metal,,,30,
"Csd16-NYC-1582, 83,84",urban,,subway_station,new_york_city,,,6,sub_line,110th St,turnstile,Metal,,,15,sunny
,,,,new_york_city,,,,,,,,,,,
CSD16NYC0791,urban,,subway_car,new_york_city,,,2,sub_line,Utica Av,,,,,,
90,,,,new_york_city,,,A,,181st St,kiosk,,,,,
89,,,,new_york_city,,,A,,181st St,turnstile,,,,,
Csd16-nyc-0222,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Mosholu Parkway,railing,Metal,,,15,sunny
Csd16-nyc-0153,urban,,subway_station,new_york_city,,electric_light,6,sub_line,Castle Hill Av,kiosk,Plastic,,,10,
CSD16-NYC-0023,urban,,subway_station,new_york_city,,,3,sub_line,Clark St,kiosk,Metal,,,10,sunny
CSD16-NYC-0727,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av U,railing,Metal,,Farenheit,50,sunny
CSD16-NYC -0592,urban,,subway_station,new_york_city,,,1,sub_line,86th St,kiosk,Other,,,,
cds16-nyc-0591,urban,,subway_station,new_york_city,,,1,sub_line,86th St,railing,Metal,,,,
92,,,,new_york_city,,,A,,190th St,kiosk,,82,Farenheit,,
CSD16-NYC-0973,urban,,subway_station,new_york_city,35,,D,sub_line,Bay 50th St,kiosk,Metal,82,Farenheit,,sunny
,urban,middle,,new_york_city,,,6,,,,,,,27,
CSD16-NYC-1319,,,subway_station,new_york_city,,,R,sub_line,63rd Drive-Rego Park,pole,Other,,,,
CSD16-NYC-0024,urban,,subway_station,new_york_city,,,3,sub_line,Clark St,turnstile,Metal,,,5,sunny
CSD16-NYC-1321,,,subway_station,new_york_city,,,R,sub_line,Woodhaven Blvd,kiosk,,,,,
CSD16-NYC-0728,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av U,turnstile,Metal,,,45,sunny
CSD16-NYC-0223,urban,,subway_station,new_york_city,,,4,sub_line,Woodlawn,kiosk,Metal,,,10,sunny
NYC1139,urban,,subway_station,new_york_city,,,A,sub_line,Chambers St,kiosk,Metal,,Farenheit,,sunny
NYC1143,urban,,,new_york_city,,,C,sub_line,Spring St,kiosk,Metal,,,,sunny
NYC1142,urban,,subway_station,new_york_city,,,A,sub_line,Canal St,railing,Metal,,Farenheit,,sunny
NYC1146,urban,,,new_york_city,,,A,sub_line,West 4th St,railing,Metal,,Farenheit,,sunny
Csd16-nyc-0224,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Woodlawn,railing,Metal,,,20,sunny
NYC1144,,,subway_station,new_york_city,,,C,sub_line,Spring St,railing,Metal,,,20,
NYC1140,,,subway_station,new_york_city,,,A,sub_line,Chambers St,railing,Metal,,,,
NYC1145,,,,new_york_city,,,A,sub_line,West 4th St,,,,,,cloudy
NYC1141,,,subway_station,new_york_city,,,A,sub_line,Canal St,turnstile,Metal,,,,
CSD16-NYC-1317,,,subway_station,new_york_city,,,R,sub_line,67th Av,railing,Wood,,,,
91,,,subway_station,new_york_city,,,A,,190th St,turnstile,,,,,
"1393,94",urban,,subway_station,new_york_city,,,J,sub_line,Alabama Av,,,,,,sunny
CSD16-NYC-0659,urban,,,new_york_city,,,D,sub_line,Tremont Av,garbage_can,Metal,,,15,sunny
NYC1148,,,subway_station,new_york_city,,,A,sub_line,14th St,kiosk,Metal,,,,
1028,urban,,subway_station,new_york_city,,,L,sub_line,3rd Av,,,,,50,sunny
93,,,,new_york_city,,,,,Dyckman St-200th St,turnstile,Metal,84,Farenheit,,
CSD16-NYC-0729,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Neck Rd,railing,Metal,,Farenheit,40,sunny
CSD16-NYC-0976,urban,,subway_station,new_york_city,35,,D,sub_line,Stillwell Av,railing,Metal,82,Farenheit,,sunny
NYC1149,,,subway_station,new_york_city,,,A,sub_line,23rd St,railing,Metal,,,,
,urban,,subway_station,new_york_city,,electric_light,J,sub_line,Chambers St,railing,Metal,80,Farenheit,5,sunny
CSS16-NYC-1323,,,subway_station,new_york_city,,,R,sub_line,Elmhurst Av,kiosk,Glass,,,,
NYC 1147,urban,,subway_station,new_york_city,,,A,sub_line,14th St,railing,Metal,,Farenheit,,
CSD16-NYC-0920,urban,,,new_york_city,,electric_light,J,sub_line,Chambers St,kiosk,Metal,85,Farenheit,15,sunny
1030,urban,,subway_station,new_york_city,,,,sub_line,,railing,Metal,,,100,
CSD16-NYC-0025,urban,,subway_station,new_york_city,,,3,sub_line,Wall St,kiosk,Metal,28,Celsius,10,sunny
CSD16-NYC-0481,urban,,subway_station,new_york_city,,,1,sub_line,South Ferry,kiosk,Plastic,,,25,sunny
CSD16-NYC-0730,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Neck Rd,turnstile,Metal,,,30,sunny
CSD16-NYC-1324,,,subway_station,new_york_city,,,R,sub_line,Elmhurst Av,railing,Wood,,,,
NYC1150,urban,,subway_station,new_york_city,,,A,sub_line,23rd St,kiosk,Metal,,,,sunny
CDS16-NYC-0026,urban,,subway_station,new_york_city,,,3,sub_line,Wall St,turnstile,Metal,,,5,sunny
Csd16-nyc-0347,,,subway_station,new_york_city,,electric_light,2,sub_line,Hoyt St,kiosk,Stainless Steel,84,Farenheit,20,sunny
csd16-nyc-0593,urban,,subway_station,new_york_city,,,1,sub_line,96th St,railing,Metal,,,,
Csd16-nyc- 0594,urban,,subway_station,new_york_city,,,1,sub_line,96th St,kiosk,Other,,,,
Csd16-nyc-0348,urban,,subway_car,new_york_city,,electric_light,2,sub_line,Hoyt St,railing,Stainless Steel,84,Farenheit,20,sunny
CSD16-NYC-0921,urban,,subway_station,new_york_city,,electric_light,J,sub_line,Fulton St,turnstile,Metal,80,Farenheit,10,sunny
CSD16-NYC-0662,urban,,,new_york_city,,,D,sub_line,182nd-183rd Sts,kiosk,Plastic,,,,sunny
,,,,new_york_city,,,,,,railing,,,,,
,,,,new_york_city,,,,,,railing,,,,,
,,,,new_york_city,,,,,,,,,,,
NYC1152,,,subway_station,new_york_city,,,C,sub_line,34th St,kiosk,Metal,,,,
96,,,,new_york_city,,,A,,207th St,kiosk,Metal,85,Farenheit,,
95,,,,new_york_city,,,A,,207th St,turnstile,,85,Farenheit,,
"1397,98",urban,,subway_station,new_york_city,,,L,sub_line,Sutter Av,kiosk,Metal,,,20,sunny
CSD16-NYC-0731,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Ocean Parkway,railing,Metal,,Farenheit,20,sunny
CSD16NYC0794,urban,,,new_york_city,,,3,sub_line,Sutter Av,,Metal,,,,
1027,urban,,subway_station,new_york_city,,,L,sub_line,3rd Av,kiosk,Other,,,20,sunny
CSD16-NYC-0732,urban,,subway_station,new_york_city,,,Q,sub_line,Ocean Parkway,kiosk,Glass,,,2,sunny
CDS16-NYC-0028,urban,,subway_station,new_york_city,,,3,sub_line,Fulton St,turnstile,Metal,,,20,
CSD16-NYC-1326,,,subway_station,new_york_city,,,R,sub_line,Jackson Heights-Roosevelt Ave,wall,Tile,,,,
CSD16-NYC-0923,urban,,subway_station,new_york_city,,electric_light,J,sub_line,Broad St,other,Metal,85,Farenheit,2,
NYC1155,,,subway_station,new_york_city,,,C,sub_line,50th St,kiosk,Metal,,,,
102,,,,new_york_city,,,A,,190th St,kiosk,,85,Farenheit,,
CSD16-NYC-0482,urban,,subway_station,new_york_city,,,1,sub_line,South Ferry,turnstile,Metal,,,15,sunny
NYC150,urban,,subway_station,new_york_city,,,C,sub_line,23rd St,kiosk,,,,,sunny
Csd16-nyc-0348,urban,,subway_station,new_york_city,,electric_light,2,sub_line,Hoyt St,railing,Stainless Steel,84,Farenheit,20,sunny
CSD16-NYC-0922,urban,,,new_york_city,,electric_light,J,sub_line,Fulton St,kiosk,Metal,85,Farenheit,2,sunny
CSD16-NYC-0027,urban,,subway_station,new_york_city,,,3,sub_line,Fulton St,kiosk,Metal,,,5,
Csd16-nyc-0349,urban,,subway_station,new_york_city,,electric_light,2,sub_line,Nevins St,kiosk,Ceramic,84,Farenheit,15,sunny
,,,,new_york_city,,,,,,,,,,,
1029,urban,,subway_station,new_york_city,,electric_light,L,sub_line,14th St,kiosk,Other,,,100,sunny
1032,urban,,subway_station,new_york_city,,electric_light,L,sub_line,6th Av,railing,Metal,,,100,sunny
Cds16-nyc-0350,urban,,subway_station,new_york_city,,natural_light,2,sub_line,Nevins St,railing,Stainless Steel,84,Farenheit,15,sunny
1031,urban,,subway_station,new_york_city,,electric_light,L,sub_line,6th Av,kiosk,Other,,,100,sunny
NYC1154,,,subway_station,new_york_city,,,C,sub_line,42nd St,railing,Metal,,,,
CSS16-NYC-1325,,,subway_station,new_york_city,,,R,sub_line,Jackson Heights-Roosevelt Ave,railing,Metal,,,,
Csd16-NYC-1614,urban,,subway_station,new_york_city,,,6,sub_line,68th St-Hunter College,kiosk,,,,15,sunny
NYC53,urban,,subway_station,new_york_city,,,C,sub_line,42nd St,kiosk,Metal,,,,sunny
100,,,,new_york_city,,,A,,Dyckman St-200th St,kiosk,,85,Farenheit,,
99,urban,,,new_york_city,,,A,sub_line,Dyckman St-200th St,turnstile,,,,,sunny
CSD16-NYC-0975,urban,,subway_station,new_york_city,37,electric_light,D,sub_line,Stillwell Av,kiosk,Glass,82,Farenheit,,sunny
CSD16-NYC-0974,urban,,subway_station,new_york_city,37,natural_light,D,sub_line,Bay 50th St,railing,Metal,82,Farenheit,,sunny
CSD16-NYC-0664,urban,,subway_station,new_york_city,,,D,sub_line,Fordham Rd,seat,Wood,,,50,sunny
101,,,,new_york_city,,,A,,190th St,,,,,,
"1399,1400",urban,,subway_station,new_york_city,,electric_light,L,sub_line,Livonia Av,,Metal,,,15,sunny
Csd16-NYC-1607,urban,middle,subway_car,new_york_city,,,6,sub_line,68th St-Hunter College,,Plastic,,,20,sunny
Cds16-nyc-0169,urban,,subway_station,new_york_city,,,6,sub_line,Parkchester-East 177th St,railing,Metal,,,40,sunny
CSD16NYC0796,urban,,,new_york_city,,electric_light,3,sub_line,Rockaway Av,,Metal,,,,
Csd16-nyc-0351,urban,,subway_station,new_york_city,,electric_light,2,sub_line,Grand Army Plaza,kiosk,Stainless Steel,84,Farenheit,50,sunny
Cds-nyc-0170,urban,,subway_station,new_york_city,,,6,sub_line,Parkchester-East 177th St,kiosk,Plastic,,,40,sunny
1034,urban,,subway_station,new_york_city,,natural_light,L,sub_line,8th Av,railing,Metal,,,150,sunny
Csd16-nyc-0352,urban,,subway_station,new_york_city,,natural_light,2,sub_line,Grand Army Plaza,railing,Stainless Steel,84,Farenheit,50,sunny
Csd16-NYC-1327,,,subway_station,new_york_city,,,R,sub_line,Northern Blvd,railing,,,,,
,urban,,subway_station,new_york_city,,electric_light,L,sub_line,8th Av,kiosk,Metal,,,150,sunny
283,urban,,subway_station,new_york_city,,,5,sub_line,Morris Park,railing,Metal,,,5,sunny
CSD16-NYC-1328,,,subway_station,new_york_city,,,R,sub_line,Northern Blvd,kiosk,,,,,
NYC1156,urban,,subway_station,new_york_city,,,C,sub_line,50th St,railing,Metal,,Farenheit,,sunny
103,,,,new_york_city,,,A,,181st St,turnstile,,,,,
NYC1158,,,subway_station,new_york_city,,,A,sub_line,59th St-Columbus Circle,railing,Metal,,,,
"1401,02",urban,,subway_station,new_york_city,,electric_light,L,sub_line,New Lots Av,kiosk,Metal,,,20,sunny
NYC1158,,,subway_station,new_york_city,,,A,sub_line,59th St-Columbus Circle,railing,Metal,,,,
CSD16-NYC-0734,urban,,subway_station,new_york_city,,electric_light,Q,sub_line,West 8th St,kiosk,Metal,,Celsius,1,sunny
CSD16-NYC-0030,urban,,,new_york_city,,,3,sub_line,Park Place,turnstile,,,,20,sunny
CSD16-NYC-1330,,,subway_station,new_york_city,,,R,sub_line,46th St,kiosk,,,,,
CSD16-NYC-0029,,,subway_station,new_york_city,,,3,sub_line,Park Place,kiosk,Metal,,,20,sunny
105,,,,new_york_city,,,A,,175th St,turnstile,,,,,
,,,,new_york_city,,,,,,,,,,,
SHOE-014,urban,,subway_station,new_york_city,,,A,sub_line,,,Rubber,,,,
SHOE-015,urban,,,new_york_city,,,A,sub_line,High St,,Rubber,,,,
CSD16-NYC-0970,urban,,subway_station,new_york_city,35,natural_light,D,sub_line,Bay Parkway,railing,Metal,82,Farenheit,,sunny
Csd16-nyc-1231,urban,,subway_station,new_york_city,36,electric_light,,sub_line,,kiosk,Metal,81,Farenheit,7,sunny
