,building_setting,car_location,car_or_station,city,humidity,light_type,line,place_type,subway_station_autofill,subway_station_surface,surface_material,temperature,temperature_type,traffic,weather
264,urban,,,new_york_city,,,6,sub_line,Grand Central-42nd St,kiosk,,,,100,sunny
Csd16-nyc-1068,urban,,,new_york_city,,,C,sub_line,Hoyt & Schermerhorn,,Metal,,,,
CSD16-NYC-0642,urban,,subway_station,new_york_city,,,D,sub_line,47-50th Sts Rockefeller Center,railing,Metal,,,200,cloudy
Csdc16-nyc-0326,urban,,subway_station,new_york_city,,electric_light,4,sub_line,28th St,turnstile,,73,Celsius,25,cloudy
Csd16-NYC-0395,urban,,subway_station,new_york_city,,,1,sub_line,116th St-Columbia University,kiosk,Other,80,Farenheit,40,cloudy
Csd16-nyc-0137,urban,middle,subway_station,new_york_city,,electric_light,6,sub_line,East 149th St,kiosk,Plastic,,,3,sunny
CSD16-NYC-0005,urban,,subway_station,new_york_city,,,R,sub_line,Prince St,kiosk,,,,,sunny
1009,urban,,subway_station,new_york_city,,electric_light,G,,Classon Av,kiosk,Other,,,60,cloudy
"1377,1378",,,subway_station,new_york_city,,,J,sub_line,121st St,kiosk,,,,10,
Csd16-nyc-0328,urban,,subway_station,new_york_city,,,4,sub_line,23rd St,railing,Stainless Steel,75,Celsius,20,cloudy
SHOE-004,urban,,subway_station,new_york_city,,,B,sub_line,81st St - Museum of Natural History,floor,Ceramic,,,,
,,,,new_york_city,,,,,,,,,,,
CSD16-NYC-1310,urban,,subway_station,new_york_city,,,F,sub_line,Parsons Blvd,pole,Stone,,,,
Shoe 245,,,subway_station,new_york_city,,,1,sub_line,34th St,,Other,,,,
CSD16-NYC-0958,urban,,subway_station,new_york_city,,natural_light,D,sub_line,55th St,railing,Metal,77,Farenheit,,
SHOE-003,urban,,,new_york_city,,,1,sub_line,81st St - Museum of Natural History,,Rubber,,,,
Csd16-NYC-0397,urban,,subway_station,new_york_city,,,1,sub_line,125th St,kiosk,Other,,,,sunny
,,,,new_york_city,,,,,,kiosk,,,,,
CSD16-NYC-0203,urban,,subway_station,new_york_city,,,4,sub_line,167th St,kiosk,Metal,,,10,sunny
CSD16NYC0780,urban,,subway_station,new_york_city,,,2,sub_line,Winthrop St,,,,,,
Csd16-nyc-0204,urban,,subway_station,new_york_city,,,4,sub_line,167th St,railing,Metal,,,20,sunny
CSD16-NYC-0781,urban,,subway_station,new_york_city,,electric_light,2,sub_line,Sterling St,,Metal,78,Farenheit,20,sunny
SHOE-006,urban,,subway_station,new_york_city,,,B,sub_line,81st St - Museum of Natural History,,Rubber,,,,
CSD16-NYC-1311,urban,,subway_station,new_york_city,,,F,sub_line,Sutphin Blvd,railing,Wood,,,,
Csd16-nyc-1213,urban,,subway_station,new_york_city,63,electric_light,Q,sub_line,Queensboro Plaza,kiosk,Metal,75,Farenheit,17,sunny
Csd16-nyc-1214,urban,,subway_station,new_york_city,,electric_light,N,sub_line,Queensboro Plaza,railing,Metal,75,Farenheit,50,sunny
Csd16-nyc-0202,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Yankee Stadium-161st St,railing,Metal,,,30,sunny
Csd16-nyc-0138,urban,,,new_york_city,,electric_light,6,sub_line,East 149th St,railing,Metal,,,,
CSD-NYC-0956,urban,,subway_station,new_york_city,57,,D,sub_line,50th St,railing,Metal,77,Farenheit,,sunny
CSD16-NYC-0002,urban,,subway_station,new_york_city,,,R,sub_line,14th St-Union Square,railing,Metal,,,,rainy
CSD16-NYC-0398,urban,,subway_station,new_york_city,,,1,sub_line,125th St,,Stainless Steel,,,20,sunny
CSD16-NYC-0006,urban,,subway_station,new_york_city,,,,sub_line,,turnstile,Metal,,,,sunny
67,urban,,,new_york_city,,,1,sub_line,96th St,turnstile,Metal,75,Farenheit,,
CSD16-NYC-0711,urban,,subway_station,new_york_city,,electric_light,Q,sub_line,Church Av,railing,Metal,,Farenheit,5,sunny
cds16-nyc-0579,urban,,subway_station,new_york_city,,,1,sub_line,Times Square-42nd St,railing,Metal,,,,
CSD16-NYC-0955,urban,,subway_station,new_york_city,,,,sub_line,,kiosk,Glass,77,Farenheit,,sunny
Csd16-NYC-0399,urban,,subway_station,new_york_city,,,1,sub_line,137th St-City College,kiosk,Other,,,20,sunny
CSD16-NYC-0908,urban,,subway_station,new_york_city,,electric_light,J,sub_line,Gates Av,kiosk,Metal,77,Farenheit,20,sunny
,,,,new_york_city,,,,,,kiosk,,,,,
CSD16-NYC-400,urban,,subway_station,new_york_city,,,1,,137th St-City College,railing,Stainless Steel,,,60,sunny
Csd16-nyc-1069,urban,,subway_station,new_york_city,,,C,sub_line,Lafayette Av,railing,Metal,,,,cloudy
CSD16-NYC-1309,urban,,subway_station,new_york_city,,,F,sub_line,Parsons Blvd,seat,Wood,,,,
Csd16-nyc-0140,urban,,subway_station,new_york_city,,,6,sub_line,Longwood Av,railing,Metal,,,2,sunny
Csd16-nyc-1216,urban,,subway_station,new_york_city,,electric_light,N,sub_line,Lexington Av,railing,Metal,75,Farenheit,90,sunny
"1379,1380",urban,,subway_station,new_york_city,,,J,sub_line,111th St,kiosk,Metal,,,,sunny
Csd16-nyc-0329,urban,,subway_station,new_york_city,,electric_light,4,sub_line,14th St-Union Square,kiosk,Stainless Steel,75,Farenheit,15,sunny
Csd16-nyc-1215,urban,,subway_station,new_york_city,63,natural_light,N,sub_line,Lexington Av,kiosk,Metal,75,Farenheit,30,sunny
CSD16-NYC-1310,,,subway_station,new_york_city,,,F,sub_line,Parsons Blvd,pole,Other,,,,
SHOE-005,urban,,,new_york_city,,,B,sub_line,81st St - Museum of Natural History,,Rubber,,,,
Csd16-NYC-0401,urban,,,new_york_city,,,1,sub_line,145th St,railing,Stainless Steel,,,15,
Csd16-nyc-0206,urban,,subway_station,new_york_city,,,4,sub_line,170th St,railing,Metal,,,10,sunny
CSD16-NYC-402,urban,,subway_station,new_york_city,,,1,sub_line,145th St,kiosk,Other,,,10,sunny
Csd16-nyc-0139,urban,,subway_station,new_york_city,,,6,sub_line,Longwood Av,kiosk,Plastic,,,10,sunny
CSD16-NYC-0712,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Church Av,kiosk,Glass,,Farenheit,8,sunny
Csd16-nyc- 0580,urban,,subway_station,new_york_city,,,1,sub_line,Times Square-42nd St,kiosk,Metal,,,,
Cds16-nyc-0580,urban,,subway_station,new_york_city,,,1,sub_line,Times Square-42nd St,kiosk,Other,,,,
CSD16-NYC-0713,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Beverly Rd,railing,Metal,,Farenheit,8,sunny
Shoe 246,,,subway_station,new_york_city,,,1,sub_line,34th St,,Other,,,,
CSD16-NYC,urban,,subway_station,new_york_city,,,4,sub_line,170th St,kiosk,Wood,,,10,sunny
CSD16-NYC-0462,urban,,subway_station,new_york_city,,,1,sub_line,28th St,turnstile,Metal,,,30,
71,,,,new_york_city,,,1,,110th St,turnstile,Metal,75,Farenheit,,
Cds16-nyc-0142,urban,,subway_station,new_york_city,,,6,sub_line,Hunts Point Av,railing,Metal,,,40,sunny
72,,,,new_york_city,,,1,,110th St,kiosk,,,,,
cds16-nyc-0581,urban,,subway_station,new_york_city,,,1,sub_line,50th St,railing,Metal,,,,
Csd16-nyc-1070,urban,,subway_station,new_york_city,,,C,sub_line,Lafayette Av,,Glass,,,,
Csd16-nyc-1217,urban,,subway_station,new_york_city,36,electric_light,R,sub_line,5th Av-59th St,kiosk,Metal,81,Farenheit,18,sunny
265,urban,,subway_station,new_york_city,,,6,sub_line,Grand Central-42nd St,railing,Metal,,,50,sunny
1384,,,subway_station,new_york_city,,,J,sub_line,104th St-102nd St,,,,,,
Csd16-nyc-1073,urban,,subway_station,new_york_city,,,C,sub_line,Franklin Av,,Glass,,,,sunny
CSD16-NYC-404,urban,,subway_station,new_york_city,,,1,sub_line,157th St,turnstile,Stainless Steel,,,10,sunny
73,,,subway_station,new_york_city,,,,,116th St-Columbia University,turnstile,,,,,
Csd16-nyc-1074,urban,,subway_station,new_york_city,,,C,sub_line,Franklin Av,,Glass,,,,sunny
Csd16-nyc-0332,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Astor Place,railing,Stainless Steel,75,Farenheit,30,sunny
266,urban,,,new_york_city,,,6,sub_line,51st St,railing,Metal,,,,sunny
Shoe 247,,,subway_station,new_york_city,,,1,sub_line,116th St-Columbia University,floor,Concrete,,,,
1013,urban,,subway_station,new_york_city,,electric_light,G,sub_line,Myrtle-Willoughby Avs,kiosk,Other,,,30,sunny
CSD16-NYC-0783,urban,,subway_station,new_york_city,,,2,sub_line,President St,kiosk,Metal,80,Farenheit,,sunny
CSD16-NYC-1313,urban,,subway_station,new_york_city,,,F,sub_line,Kew Gardens-Union Turnpike,door,Metal,,,,
268,urban,,subway_station,new_york_city,,,6,sub_line,68th St-Hunter College,kiosk,,,,,sunny
,,,,new_york_city,,,,,,,,,,,
CSD16-NYC-0909,urban,,subway_station,new_york_city,,,J,sub_line,Kosciusko St,kiosk,Metal,78,Farenheit,10,sunny
Csd16-nyc-0141,urban,,subway_station,new_york_city,,,6,sub_line,Hunts Point Av,kiosk,Plastic,,,40,sunny
CSD16-NYC-0960,urban,,subway_station,new_york_city,42,,D,sub_line,62nd St,railing,Metal,79,Farenheit,,sunny
CSD16-NYC-0959,urban,,subway_station,new_york_city,42,electric_light,D,sub_line,62nd St,kiosk,Glass,79,Farenheit,,sunny
Csd16-NYC-0403,urban,,subway_station,new_york_city,,,1,sub_line,157th St,kiosk,Other,,,6,sunny
Csd16-nyc-1067,urban,,,new_york_city,,,C,sub_line,Hoyt & Schermerhorn,,Glass,,,,
CSD16-NYC-0714,urban,,subway_station,new_york_city,,electric_light,Q,sub_line,Beverly Rd,turnstile,Metal,,Farenheit,15,sunny
Csd16-nyc-1218,urban,,subway_station,new_york_city,,electric_light,N,sub_line,5th Av-59th St,railing,Metal,75,Farenheit,17,sunny
CSD16-NYC-0454,urban,,subway_station,new_york_city,,,1,sub_line,23rd St,turnstile,Metal,,,15,
Csd16-nyc-0331,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Astor Place,kiosk,Stainless Steel,75,Farenheit,,sunny
CSD16-NYC-0207,urban,,subway_station,new_york_city,,,4,sub_line,Mt Eden Av,kiosk,Metal,,,20,sunny
Csd16-nyc-0208,urban,,subway_station,new_york_city,,,4,sub_line,Mt Eden Av,railing,Metal,,,5,sunny
CSD16-NYC-0008,urban,,subway_station,new_york_city,,,,sub_line,,railing,Metal,,,20,sunny
74,,,,new_york_city,,,1,,116th St-Columbia University,kiosk,,80,Farenheit,,
Csd16-nyc-0582,urban,,subway_station,new_york_city,,,1,sub_line,50th St,kiosk,Other,,,,
Csd16-nyc-0144,urban,,subway_station,new_york_city,,natural_light,6,sub_line,Whitlock Av,railing,Metal,,,4,
CSD16-NYC-0209,urban,,subway_station,new_york_city,,,4,sub_line,176th St,kiosk,Metal,,,15,sunny
1010,urban,,subway_station,new_york_city,,natural_light,G,sub_line,Classon Av,,Metal,,,60,sunny
Csd16-nyc-0333,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Bleecker St,kiosk,Stainless Steel,81,Farenheit,20,sunny
75,,,,new_york_city,,,1,,125th St,,,75,Farenheit,,
267,urban,,subway_station,new_york_city,,,6,sub_line,51st St,kiosk,,,,10,sunny
CSD16-NYC-0962,urban,,subway_station,new_york_city,,natural_light,D,sub_line,71st St,railing,Metal,81,Farenheit,,sunny
Csd16-nyc-0145,urban,,subway_station,new_york_city,,,6,sub_line,Elder Av,railing,Metal,,,15,sunny
CSD16-NYC-406,urban,,subway_station,new_york_city,,,1,sub_line,168th St,railing,Stainless Steel,,,20,other
CSD16-NYC-1314,,,subway_station,new_york_city,,,F,sub_line,Kew Gardens-Union Turnpike,turnstile,Metal,,,,
"1384,85",,,,new_york_city,,,J,sub_line,104th St-102nd St,,,,,,
Csd16-nyc-0212,urban,,subway_station,new_york_city,,,4,sub_line,Burnside Av,railing,Metal,,,5,sunny
,,,,new_york_city,,,,,,,,,,,
1011,urban,,subway_station,new_york_city,,electric_light,,sub_line,Bedford-Nostrand Avs,kiosk,Metal,,,100,sunny
CSD16NYC0782,urban,,,new_york_city,,,2,sub_line,Sterling St,,Metal,,Farenheit,,
CSD16-NYC-0715,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Cortelyou Rd,railing,Metal,,Farenheit,35,sunny
CSD16-NYC-0009,,,subway_station,new_york_city,,,R,sub_line,City Hall,kiosk,Metal,,,10,sunny
CSD16-NYC-1312,,,subway_station,new_york_city,,,F,sub_line,Sutphin Blvd,kiosk,Metal,,,,
Csd16-nyc-1072,urban,,subway_station,new_york_city,,,C,sub_line,Clinton-Washington Avs,door,Metal,,,,sunny
Csd16-nyc-0143,urban,,subway_station,new_york_city,,,6,sub_line,Whitlock Av,kiosk,Plastic,,,4,sunny
Csd16-nyc-1071,urban,,subway_station,new_york_city,,,C,sub_line,Clinton-Washington Avs,,Metal,,,,
CSD16-NYC-0716,urban,middle,subway_station,new_york_city,,,Q,sub_line,Cortelyou Rd,turnstile,,,Farenheit,20,sunny
Csd16-nyc-0210,urban,,subway_station,new_york_city,,,4,sub_line,176th St,railing,Metal,,,5,sunny
CSD16-NYC-0912,urban,,,new_york_city,,electric_light,J,sub_line,Myrtle Av,kiosk,Metal,78,Farenheit,30,sunny
CSD16NYC0784,urban,,,new_york_city,,,2,sub_line,President St,,,,,,
CSD16-NYC-0961,urban,,subway_station,new_york_city,38,,D,sub_line,71st St,kiosk,Metal,81,Farenheit,,sunny
CSD16-NYC-0650,urban,,,new_york_city,,,B,sub_line,86th St,wall,Ceramic,,Farenheit,50,cloudy
SHOE-007,urban,,subway_station,new_york_city,,,B,sub_line,72nd St,floor,Concrete,,,,
76,,,subway_station,new_york_city,,,1,,125th St,kiosk,,,,,
CSD16-NYC-0466,urban,,subway_station,new_york_city,,,1,sub_line,18th St,turnstile,Metal,,,,
CSD16-NYC-0211,urban,,subway_station,new_york_city,,,4,sub_line,Burnside Av,kiosk,Metal,,,35,sunny
Csd16-nyc-1219,urban,,,new_york_city,36,electric_light,N,sub_line,57th St,kiosk,Metal,81,Farenheit,,sunny
Csd16-nyc-0334,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Bleecker St,railing,Stainless Steel,81,Celsius,10,sunny
Csd16-nyc-1220,urban,,subway_station,new_york_city,,electric_light,N,sub_line,57th St,railing,Metal,75,Farenheit,150,sunny
CSD16-NYC-0010,urban,,subway_station,new_york_city,,,R,sub_line,City Hall,seat,Wood,,,10,sunny
1013,urban,,subway_station,new_york_city,,electric_light,G,sub_line,Myrtle-Willoughby Avs,railing,,,,30,sunny
SHOE-008,urban,,subway_station,new_york_city,,,B,sub_line,,,Rubber,,,,
Csd16-nyc-0146,urban,,subway_station,new_york_city,,,6,sub_line,Elder Av,kiosk,Plastic,,,25,sunny
CSD16-NYC-408,urban,,subway_station,new_york_city,,,1,sub_line,181st St,kiosk,Other,,,20,other
Csd16-nyc-1221,urban,,subway_station,new_york_city,36,electric_light,N,sub_line,167th St,kiosk,Metal,81,Farenheit,15,sunny
94,,,,new_york_city,,,A,,Dyckman St-200th St,railing,,,,,
CSD16-NYC-0011,urban,,subway_station,new_york_city,,,R,sub_line,Cortlandt St,kiosk,,,,10,sunny
CSD16-NYC-0468,urban,,subway_station,new_york_city,,,1,sub_line,14th St,turnstile,Metal,,,,
270,urban,,subway_car,new_york_city,,,6,sub_line,77th St,railing,,,,,sunny
CSD16-NYC-0718,urban,,subway_station,new_york_city,,electric_light,Q,sub_line,Newkirk Av,turnstile,Metal,,Farenheit,40,sunny
Csd16-nyc-1223,urban,,,new_york_city,36,,,sub_line,,,,81,Farenheit,,sunny
Shoe 248,,,,new_york_city,,,1,sub_line,116th St-Columbia University,,Other,,,,
Csd16-nyc-0214,urban,,subway_station,new_york_city,,natural_light,4,sub_line,183rd St,railing,Metal,,,10,sunny
269,urban,,,new_york_city,,,6,sub_line,,railing,Metal,,,25,sunny
"1383,84",,,subway_station,new_york_city,,,J,sub_line,Elderts Lane-75th St,kiosk,,,,,
CSD16-NYC-0405,urban,,subway_station,new_york_city,,electric_light,1,sub_line,168th St - Washington Heights,kiosk,Other,,,30,sunny
CSD16NYC0786,urban,,subway_station,new_york_city,,,2,sub_line,Franklin Av,Turnstile,Metal,,,,
271,urban,,subway_station,new_york_city,,,6,sub_line,77th St,kiosk,,,,15,sunny
Csd16-nyc-1222,urban,,subway_station,new_york_city,36,electric_light,N,sub_line,49th St,turnstile,Metal,81,Farenheit,28,sunny
1012,urban,,subway_station,new_york_city,,natural_light,G,sub_line,Bedford-Nostrand Avs,railing,Metal,,,100,sunny
SHOE-009,urban,,subway_station,new_york_city,,,B,sub_line,72nd St,,Rubber,,,,
Csd16-nyc-0038,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Canal St,railing,Stainless Steel,81,Celsius,20,sunny
Csd16-nyc -0584,urban,,subway_station,new_york_city,,,1,sub_line,59th St-Columbus Circle,kiosk,Other,,,,
CSD16-NYC-0412,urban,,,new_york_city,,natural_light,1,sub_line,Dyckman St,railing,Stainless Steel,,,10,sunny
Csd16-nyc-1223,urban,,,new_york_city,36,,,sub_line,,,,81,Farenheit,,sunny
CSD16-NYC-0717,urban,,subway_station,new_york_city,,electric_light,Q,sub_line,Newkirk Av,railing,Metal,,Farenheit,25,sunny
Shoe 249,,,subway_station,new_york_city,,,1,sub_line,116th St-Columbia University,,Other,,,,
CSD16-NYC-0012,urban,,,new_york_city,,,,sub_line,,door,Metal,,,50,sunny
1014,urban,,,new_york_city,,electric_light,G,sub_line,Myrtle-Willoughby Avs,kiosk,Other,,,30,sunny
Csd16-nyc-0335,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Spring St,kiosk,Stainless Steel,81,Farenheit,30,sunny
cds16-nyc-0583,urban,,subway_station,new_york_city,,,1,sub_line,59th St-Columbus Circle,,Metal,,,,
Csd16-nyc-0336,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Spring St,railing,Stainless Steel,81,Celsius,30,sunny
,,,subway_station,new_york_city,,,6,sub_line,68th St-Hunter College,railing,Metal,,,50,sunny
CSD16-NYC-0409,urban,,subway_station,new_york_city,,electric_light,1,sub_line,191st St,kiosk,Other,,,,sunny
Csd16-nyc-1224,urban,,subway_station,new_york_city,,electric_light,N,sub_line,Times Square-42nd St,railing,Metal,81,Farenheit,24,sunny
Csd16-nyc-0149,urban,,subway_station,new_york_city,,,6,sub_line,St Lawrence Av,kiosk,Plastic,,,15,sunny
78,,,,new_york_city,,,C,,135th St,kiosk,,,,,
CSD16-NYC-0913,urban,,,new_york_city,,electric_light,Z,sub_line,Marcy Av,kiosk,Metal,81,Farenheit,15,sunny
273,urban,,subway_station,new_york_city,,,6,sub_line,86th St,,Metal,,,25,sunny
CSD16-NYC-0215,urban,,subway_station,new_york_city,,,4,sub_line,Fordham Rd,kiosk,Metal,,,40,sunny
CSD16-NYC-0411,urban,,subway_station,new_york_city,,natural_light,1,sub_line,Dyckman St,kiosk,Other,,,18,sunny
Csd16-nyc-0216,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Fordham Rd,railing,Metal,,,30,sunny
Shoe 252,,,,new_york_city,,,1,sub_line,96th St,,Other,,,,
CSD16-NYC-0775,urban,,subway_station,new_york_city,,electric_light,2,sub_line,Beverly Rd,kiosk,Metal,77,Farenheit,15,sunny
CSD16-NYC-0777,urban,,subway_station,new_york_city,,electric_light,2,sub_line,Church Av,,Metal,77,Farenheit,,sunny
81,,,,new_york_city,,,A,,168th St,turnstile,,,,,
1018,urban,,subway_station,new_york_city,,,G,sub_line,Broadway,kiosk,,,,15,sunny
263,urban,,,new_york_city,,,6,sub_line,103rd St,railing,Metal,,,10,
CSD16-NYC-0416,urban,,subway_station,new_york_city,,natural_light,1,sub_line,215th St,turnstile,Stainless Steel,,,10,sunny
Csd16-nyc-1228,urban,,subway_station,new_york_city,,electric_light,N,sub_line,23rd St,turnstile,Metal,81,Farenheit,32,sunny
cds16-nyc-0587,urban,,subway_station,new_york_city,,,1,sub_line,72nd St,railing,Metal,,,,
CSD16-NYC-0648,urban,,subway_station,new_york_city,,,B,sub_line,81st St - Museum of Natural History,railing,Metal,,,50,sunny
1016,urban,,subway_station,new_york_city,,electric_light,G,sub_line,Flushing Av,railing,,,,25,sunny
CSD16-NYC-0407,urban,,subway_station,new_york_city,,electric_light,1,sub_line,181st St,railing,Other,,,15,sunny
1016,urban,,subway_station,new_york_city,,electric_light,G,sub_line,Flushing Av,kiosk,Other,,,25,sunny
CSD16-NYC-0410,urban,,subway_station,new_york_city,,,1,sub_line,191st St,railing,Stainless Steel,,,30,other
272,urban,,subway_station,new_york_city,,,6,sub_line,86th St,kiosk,,,,,sunny
CSD16-NYC-0719,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av H,railing,Metal,,Farenheit,10,sunny
Csd16-nyc-0339,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Brooklyn Bridge-City Hall,railing,Stainless Steel,81,Farenheit,20,sunny
Csd16-nyc-0152,,,,new_york_city,,electric_light,6,sub_line,Parkchester-East 177th St,kiosk,Plastic,,,,sunny
CSD16-NYC-0720,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av H,turnstile,Metal,,Farenheit,10,sunny
SHOE-011,urban,,subway_station,new_york_city,,,B,sub_line,59th St-Columbus Circle,,Rubber,,,,
CSD16-NYC-0017,urban,,,new_york_city,,,,sub_line,,kiosk,Metal,,,30,sunny
Nyc1134,,,subway_station,new_york_city,,,A,sub_line,Jay St - Borough Hall,railing,Metal,,,,cloudy
NYC1138,,,subway_station,new_york_city,,,A,sub_line,Fulton St,railing,Metal,,,,
1020,,,subway_station,new_york_city,,electric_light,L,sub_line,Metropolitan Av,kiosk,Other,,,20,sunny
"Csd16-NYC-1593,2",urban,,subway_station,new_york_city,,electric_light,6,,68th St-Hunter College,seat,Wood,,Farenheit,30,sunny
Csd16-nyc-0147,urban,,subway_station,new_york_city,,electric_light,6,sub_line,Morrison Av-Soundview Av,kiosk,Plastic,,,10,sunny
CSD16-NYC-0785,urban,,subway_station,new_york_city,,electric_light,2,sub_line,Botanic Gardens,kiosk,Metal,80,Farenheit,,sunny
Csd16-nyc-0148,,,subway_station,new_york_city,,natural_light,6,,Morrison Av-Soundview Av,railing,Metal,,,5,
CSD16-NYC-0213,urban,,subway_station,new_york_city,,,4,sub_line,183rd St,kiosk,Metal,,,10,sunny
CSD16-NYC-1315,,,subway_station,new_york_city,,,F,sub_line,Forest Hills-71st Av,kiosk,,,,,
Csd16-nyc-0337,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Canal St,kiosk,Stainless Steel,81,Farenheit,20,sunny
Csd16-nyc-1223,urban,,subway_station,new_york_city,36,electric_light,,sub_line,,kiosk,Metal,81,Farenheit,4,sunny
CSD16-NYC-1316,,,subway_station,new_york_city,,,F,sub_line,Forest Hills-71st Av,railing,,,,,
Shoe 250,,,subway_station,new_york_city,,,1,sub_line,96th St,,Concrete,,,,
77,,,subway_station,new_york_city,,,C,,135th St,turnstile,,,,,
Csd16-nyc-0150,urban,,subway_station,new_york_city,,,6,sub_line,St Lawrence Av,railing,Metal,,,15,sunny
SHOE-010,urban,,subway_station,new_york_city,,,B,sub_line,59th St-Columbus Circle,,Tile,,,,
CSD16-NYC-0913,urban,,,new_york_city,,electric_light,Z,sub_line,Marcy Av,kiosk,Metal,81,Farenheit,15,sunny
"Csd16-NYC-1568, &7",urban,,subway_station,new_york_city,,,6,sub_line,68th St-Hunter College,wall,Metal,,,25,sunny
CSD16-NYC-0963,urban,,subway_station,new_york_city,,,D,sub_line,79th St,kiosk,Glass,81,Farenheit,,sunny
CSD16-NYC-0013,urban,,subway_station,new_york_city,,,R,sub_line,Rector St,kiosk,,,,5,sunny
,urban,,subway_station,new_york_city,,,6,sub_line,68th St-Hunter College,seat,Wood,,,,
CSD16-NYC-0652,urban,,subway_station,new_york_city,,electric_light,B,sub_line,155th St,other,Metal,,,35,sunny
Csd16-nyc-1224,urban,,subway_station,new_york_city,,electric_light,N,sub_line,34th St,railing,Metal,81,Farenheit,45,sunny
CSD-NYC-0964,urban,,subway_station,new_york_city,36,,D,sub_line,79th St,railing,Metal,81,Farenheit,,sunny
Csd16-nyc-0151,urban,,subway_station,new_york_city,,electric_light,6,sub_line,Parkchester-East 177th St,railing,Metal,,,4,sunny
79,urban,,,new_york_city,,,B,sub_line,145th St,,,,,,
80,,,,new_york_city,,,B,,145th St,kiosk,,,,,
274,urban,,subway_car,new_york_city,,,6,sub_line,96th St,railing,,,,,sunny
Csd16-nyc-1223,urban,,subway_car,new_york_city,36,electric_light,,sub_line,,kiosk,Metal,81,Farenheit,30,sunny
Csd16-nyc-0340,urban,,subway_station,new_york_city,,electric_light,4,sub_line,Brooklyn Bridge-City Hall,kiosk,Stainless Steel,81,Farenheit,20,sunny
CSD16-NYC-0470,urban,,subway_station,new_york_city,,,1,sub_line,Christopher St,,Plastic,,,12,
1017,urban,,subway_station,new_york_city,,electric_light,G,sub_line,Broadway,railing,Metal,,,,sunny
Csd16-nyc-0586,urban,,subway_station,new_york_city,,,1,sub_line,66th St-Lincoln Center,kiosk,Other,,,,
CSD16NYC0788,,,,new_york_city,,,2,,Nostrand Av,,Metal,,,,
,,,,new_york_city,,,,,,door,,,,,
CSD16-NYC-0965,urban,,subway_station,new_york_city,37,,D,sub_line,18th Av,kiosk,Metal,81,Farenheit,,sunny
Nyc133,,,subway_station,new_york_city,,,A,sub_line,,kiosk,Metal,,,,
Nyc1135,,,subway_station,new_york_city,,,A,sub_line,High St,railing,Metal,,,,
CSD16-NYC0653,urban,,subway_station,new_york_city,,,D,sub_line,167th St,other,Metal,,,,sunny
Csd16-nyc-0220,urban,,subway_station,new_york_city,,natural_light,4,sub_line,Bedford Park Blvd,railing,Metal,,,20,sunny
CSD16-NYC-0725,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Kings Highway,railing,Metal,,Farenheit,10,sunny
CSD16-NYC-0655,urban,,subway_station,new_york_city,,,D,sub_line,170th St,seat,Wood,,,50,sunny
CSD16-NYC-0726,urban,,subway_station,new_york_city,,electric_light,Q,sub_line,Kings Highway,kiosk,Metal,,,6,sunny
Csd16-nyc-0155,urban,,subway_station,new_york_city,,,6,sub_line,Zerega Av,kiosk,Plastic,,,20,sunny
CSD16-NYC-0419,urban,,subway_station,new_york_city,,natural_light,1,sub_line,Van Cortlandt Park-242nd St,kiosk,Other,,,10,sunny
"CSD16-NYC-1572, 1594",urban,,subway_station,new_york_city,,,6,sub_line,68th St-Hunter College,,Metal,,,40,
cds16-nyc-0585,urban,,subway_station,new_york_city,,,1,sub_line,66th St-Lincoln Center,railing,Metal,,,,
Csd16-nyc-1226,urban,,subway_station,new_york_city,,electric_light,N,sub_line,28th St,turnstile,Metal,81,Farenheit,22,sunny
1019,urban,,subway_station,new_york_city,,electric_light,L,sub_line,Metropolitan Av,railing,Metal,,,21,sunny
CSD16-NYC-0721,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av J,turnstile,Metal,,Farenheit,7,sunny
82,,,,new_york_city,,,A,,168th St,kiosk,,,,,
CSD16-NYC-0918,urban,,,new_york_city,,electric_light,J,sub_line,Bowery,kiosk,Metal,81,Farenheit,4,sunny
,,,,new_york_city,,,,,,,,,,,
CSD16-NYC-0724,urban,,subway_station,new_york_city,,natural_light,Q,sub_line,Av M,turnstile,Metal,,,20,sunny
CSD16-NYC-0476,urban,,subway_station,new_york_city,,,1,sub_line,Franklin St,turnstile,Metal,,,3,
CSD16-NYC-0906,urban,,subway_station,new_york_city,,,Z,sub_line,Halsey St,turnstile,Metal,75,Farenheit,30,cloudy
